	best_epoch	best_validation_em	best_validation_end_acc	best_validation_f1	best_validation_loss	best_validation_span_acc	best_validation_start_acc	dataset_reader.token_indexers.token_characters.character_tokenizer.byte_encoding	dataset_reader.token_indexers.token_characters.character_tokenizer.end_tokens	dataset_reader.token_indexers.token_characters.character_tokenizer.start_tokens	dataset_reader.token_indexers.token_characters.min_padding_length	dataset_reader.token_indexers.token_characters.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	epoch	iterator.batch_size	iterator.sorting_keys	iterator.type	model.dropout	model.modeling_layer.bidirectional	model.modeling_layer.dropout	model.modeling_layer.hidden_size	model.modeling_layer.input_size	model.modeling_layer.num_layers	model.modeling_layer.type	model.num_highway_layers	model.phrase_layer.bidirectional	model.phrase_layer.dropout	model.phrase_layer.hidden_size	model.phrase_layer.input_size	model.phrase_layer.num_layers	model.phrase_layer.type	model.similarity_function.combination	model.similarity_function.tensor_1_dim	model.similarity_function.tensor_2_dim	model.similarity_function.type	model.span_end_encoder.bidirectional	model.span_end_encoder.dropout	model.span_end_encoder.hidden_size	model.span_end_encoder.input_size	model.span_end_encoder.num_layers	model.span_end_encoder.type	model.text_field_embedder.token_embedders.token_characters.dropout	model.text_field_embedder.token_embedders.token_characters.embedding.embedding_dim	model.text_field_embedder.token_embedders.token_characters.embedding.num_embeddings	model.text_field_embedder.token_embedders.token_characters.encoder.embedding_dim	model.text_field_embedder.token_embedders.token_characters.encoder.ngram_filter_sizes	model.text_field_embedder.token_embedders.token_characters.encoder.num_filters	model.text_field_embedder.token_embedders.token_characters.encoder.type	model.text_field_embedder.token_embedders.token_characters.type	model.text_field_embedder.token_embedders.tokens.embedding_dim	model.text_field_embedder.token_embedders.tokens.pretrained_file	model.text_field_embedder.token_embedders.tokens.trainable	model.text_field_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.grad_norm	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.mode	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.optimizer.betas	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_cpu_memory_MB	training_duration	training_em	training_end_acc	training_epochs	training_f1	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_span_acc	training_start_acc	training_start_epoch	validation_data_path	validation_em	validation_end_acc	validation_f1	validation_loss	validation_span_acc	validation_start_acc
29	19	0.2704824976348155	0.34824976348155157	0.3997796048929611	5.328915608632583	0.21920529801324504	0.2837275307473983	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.0913352655701708	True	0.27729778079689277	109	2488	2	lstm	3	True	0.4131480256795093	311	335	2	lstm	x,y,x*y	622	622	linear	True	0.46530622506159575	356	3142	2	lstm	0.2715103692704849	61	262	61	[1, 2, 3, 4, 5]	47	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7662.692	8041	7609	7985	7569	0	0	0	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.375001097354382	0.5	max	2	reduce_on_plateau	20	['0.9733238874793866', '0.9557040438128781']	5.1410683759749815e-06	adam	10	+em	7662.692	37104.0	0.2190550120435165	0.33695590132307446	19	0.350934722824574	6799	7609	10	7569	0	0	0	0	5.442006244964252	0.1982328565394582	0.2649002842498202	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.2704824976348155	0.34824976348155157	0.3997796048929611	5.328915608632583	0.21920529801324504	0.2837275307473983
30	18	0.20823084200567643	0.24616840113528854	0.29580425155295387	6.088724493439367	0.17228003784295176	0.22980132450331126	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.4094748664035046	True	0.49096462764903026	401	848	1	lstm	1	True	0.30512724811434566	106	300	3	lstm	x,y,x*y	212	212	linear	True	0.08806363447320353	253	3254	1	lstm	0.17455549760415684	61	262	61	[1, 2, 3, 4, 5]	40	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7648.828	6879	7953	7535	8009	5371	6425	6039	5673	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.466050783034145	0.5	max	2	reduce_on_plateau	20	['0.9351445330820294', '0.9171016066404107']	0.003270097832829089	adam	10	+em	7648.828	31831.000000000004	0.14032123654379616	0.21024212605166726	19	0.23415031560634458	4587	7417	5295	6303	4181	2373	5579	2763	6.697919523160752	0.12654254043995936	0.19785613991027295	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.1944181646168401	0.24096499526963103	0.2860457276063719	6.018395006927167	0.16130558183538315	0.22488174077578052
31	18	0.05089877010406812	0.12904446546830653	0.14337662714646404	7.6142177574573235	0.039829706717123936	0.078240302743614	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.09702387154205333	True	0.12237733558555863	220	2072	1	lstm	2	True	0.32104868491102273	259	217	1	lstm	x,y,x*y	518	518	linear	True	0.49200953527064806	454	3392	3	lstm	0.491765715630561	20	262	20	[1, 2, 3]	39	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7698.672	6829	8047	7985	7571	5887	5709	3283	6373	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.918271907829306	0.5	max	2	reduce_on_plateau	20	['0.9538996323367073', '0.9449942153808122']	1.2614812894397883e-06	adam	10	+em	7698.672	36329.0	0.04390461078322812	0.12583476980330827	19	0.1257830909934043	6829	8047	4647	7571	5887	5709	2757	6373	7.606045152237426	0.04066256464114887	0.08214705647324741	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0489120151371807	0.13197729422894985	0.14348905265921444	7.583239465185446	0.038505203405865655	0.07918637653736992
32	17	0.14011352885525072	0.18344370860927153	0.21911465311308026	7.245042174017556	0.1162724692526017	0.16121097445600757	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.38340208995425645	True	0.3370762073116657	111	664	1	lstm	1	True	0.40494119954842894	83	168	1	lstm	x,y,x*y	166	166	linear	True	0.3525867906745377	387	1330	1	lstm	0.29257409330468365	28	262	28	[1, 2, 3, 4]	17	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7636.636	7847	8103	8059	8079	6715	7065	7465	6343	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.958487694570142	0.5	max	2	reduce_on_plateau	20	['0.9655245009058153', '0.9530813366248984']	0.0071177925584817794	adam	10	+em	7636.636	20959.0	0.07367664014429388	0.13465907145058734	19	0.15938295695703145	6497	4081	6979	6579	0	0	0	0	9.303423613282643	0.06723821048185481	0.13120012785534083	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.13784295175023653	0.18315988647114476	0.2181103329294615	7.708628782886961	0.11390728476821192	0.1631031220435194
33	17	0.6218543046357616	0.6279091769157994	0.722563702580535	2.921657979488373	0.4997161778618732	0.5845789971617786	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2745887376587879	True	0.4093171326017325	496	1824	1	lstm	3	True	0.29756463620027956	228	271	3	lstm	x,y,x*y	456	456	linear	True	0.0734729893312347	316	4800	3	lstm	0.45250389589143186	36	262	36	[1, 2, 3]	57	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7689.5	6987	7853	7905	8061	7365	7825	7785	7963	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.992238779894395	0.5	max	2	reduce_on_plateau	20	['0.9410029287793031', '0.9689186678989598']	0.001013821070575491	adam	10	+em	7689.5	42469.0	0.6569138917110926	0.7415838080343383	19	0.7873779262502244	6987	6865	7769	6921	6207	5821	6735	7639	1.8918170872779743	0.6050069064715351	0.6964006438429663	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6074739829706717	0.6107852412488174	0.7159444098201588	3.2234226461618283	0.4825922421948912	0.5776726584673605
34	0	0.0489120151371807	0.08391674550614948	0.10833668751849657	7.746690742908195	0.03954588457899716	0.08079470198675497	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.20211716262617113	True	0.26270996578818134	177	2704	1	lstm	1	True	0.4133935181122658	338	355	3	lstm	x,y,x*y	676	676	linear	True	0.14331528125864323	102	3766	1	lstm	0.04795806011487802	60	262	60	[1, 2, 3, 4, 5]	51	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7653.456	7963	7757	6779	7119	7197	7225	7621	6929	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	6.141224970759422	0.5	max	2	reduce_on_plateau	20	['0.973047455282564', '0.9414582714504345']	0.004643413168016738	adam	10	+em	7653.456	17181.0	0.005148460598865283	0.02857338554093083	9	0.06978448185064377	6643	7137	6779	7119	7189	4721	7053	6929	9.42070143834641	0.003949816778730351	0.027865614904279728	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.016461684011352885	0.035193945127719964	0.07934412553559168	9.133061483299498	0.010879848628192999	0.03755912961210974
35	0	0.012204351939451278	0.01466414380321665	0.04820922303143743	9.75794559888508	0.00510879848628193	0.021475875118259224	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.0781915313609301	True	0.3914140838975861	494	840	2	lstm	1	True	0.2876547749003763	105	184	2	lstm	x,y,x*y	210	210	linear	True	0.4841129290947016	350	3804	3	lstm	0.497328376062367	48	262	48	[1, 2, 3, 4]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7668.728	6875	7953	8001	8009	6169	6171	7599	5975	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.770793831416935	0.5	max	2	reduce_on_plateau	20	['0.9034696953377744', '0.9497963211879655']	0.03790589501551604	adam	10	+em	7668.728	21895.0	0.0006621080149316773	0.02256875078482631	9	0.0649670530181784	4271	7953	4587	5669	10	1189	10	5975	9.877964089624413	0.00035388531832555165	0.013721617826687519	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.0	0.03415326395458846	0.06585637851093058	9.701039664864359	0.0	0.021475875118259224
36	0	0.017218543046357615	0.060832544938505206	0.09024551311957146	8.49319320799904	0.014096499526963104	0.0478713339640492	utf-8	[260]	[259]	5	characters	True	single_id	squad	9	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.2592030939742347	True	0.21513891781539635	92	768	2	lstm	2	True	0.1662953977322847	96	228	2	lstm	x,y,x*y	192	192	linear	True	0.4253372370644412	244	1320	2	lstm	0.1839402347498456	38	262	38	[1, 2, 3, 4]	32	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7637.332	7873	7753	7179	7945	7771	7185	8037	7601	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.127787485778605	0.5	max	2	reduce_on_plateau	20	['0.917402710704469', '0.944264585330278']	0.015888788328017454	adam	10	+em	7637.332	13806.0	0.0008675898126690944	0.009714722770807887	9	0.06780677437148233	6647	7751	5759	3735	7509	3745	6797	5315	10.954600777473624	0.0003424696628956952	0.013390563819221681	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.007663197729422895	0.01315042573320719	0.06582524025255822	9.759420159725126	0.0020813623462630085	0.021381267738883634
37	19	0.554399243140965	0.5666982024597919	0.6637109812183971	3.2557395866166083	0.44541154210028383	0.540964995269631	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.3350226909907029	True	0.1245465532497666	381	1672	1	lstm	1	True	0.22881361949585904	209	260	3	lstm	x,y,x*y	418	418	linear	True	0.16316431462795883	218	3958	2	lstm	0.4404760090944624	27	262	27	[1, 2, 3, 4, 5]	32	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7668.836	7825	7853	7905	8061	7365	7825	7183	7833	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.6135642893300215	0.5	max	2	reduce_on_plateau	20	['0.9747298026282931', '0.9908937193030084']	0.002726592773978052	adam	10	+em	7668.836	34083.0	0.4317743353234626	0.5254055411591456	19	0.571353745558611	6985	6563	7847	8061	6207	5821	6007	6737	3.799522805301022	0.38575782828571104	0.473270242810991	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.554399243140965	0.5666982024597919	0.6637109812183971	3.2557395866166083	0.44541154210028383	0.540964995269631
38	6	0.6525070955534532	0.6666035950804162	0.7534662109890967	2.580663902135552	0.5337748344370861	0.6147587511825923	utf-8	[260]	[259]	5	characters	True	single_id	squad	15	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.33094779321935897	True	0.11455288006732661	97	2632	1	lstm	3	True	0.12047902788798026	329	205	1	lstm	x,y,x*y	658	658	linear	True	0.2516754819097848	392	3214	2	lstm	0.014619600881830674	49	262	49	[1, 2, 3, 4, 5]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7665.136	7825	7853	7905	6303	7841	7825	7183	7833	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.592837248335322	0.5	max	2	reduce_on_plateau	20	['0.9766551105932869', '0.9227388420197437']	0.00023806993510731676	adam	10	+em	7664.664	25100.0	0.8017899747714015	0.9251817943127205	15	0.900813237271758	5373	6245	7905	6303	5767	7823	6007	6737	0.9544984200025258	0.7465952807680453	0.7670863822646378	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6373699148533586	0.6391674550614947	0.7447078670226347	3.8452126037515417	0.507852412488174	0.6039735099337749
39	19	0.374077578051088	0.42866603595080416	0.4927913079045714	4.613959482686422	0.2986754966887417	0.3669820245979186	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.33575789844832554	True	0.14385995276572805	507	2112	1	lstm	3	True	0.3461985982926128	264	296	3	lstm	x,y,x*y	528	528	linear	True	0.48748188404247217	380	5154	1	lstm	0.2121200378670734	35	262	35	[1, 2, 3, 4]	49	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7681.18	7873	7757	7619	7945	8041	7225	8037	7879	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.995791040859354	0.5	max	2	reduce_on_plateau	20	['0.944620919834182', '0.9898038465633263']	9.022140030887772e-06	adam	10	+em	7681.18	39477.0	0.3085195036473019	0.4111462459617119	19	0.4444296883874641	6275	7757	6779	7119	7189	4721	7053	6929	4.715552535601402	0.27581365084076304	0.35251543967396887	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.374077578051088	0.42866603595080416	0.4927913079045714	4.613959482686422	0.2986754966887417	0.3669820245979186
40	7	0.646546830652791	0.6556291390728477	0.745727494563702	2.6720903975700288	0.5237464522232734	0.605771050141911	utf-8	[260]	[259]	5	characters	True	single_id	squad	16	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.19418202958129155	True	0.15684800447267677	370	1568	1	lstm	3	True	0.19916960309816123	196	335	1	lstm	x,y,x*y	392	392	linear	True	0.33131003789176283	75	3788	2	lstm	0.24880982954314423	31	262	31	[1, 2, 3, 4, 5]	47	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7650.04	5953	7953	7535	7721	5371	6949	6767	5673	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	7.574894676402016	0.5	max	2	reduce_on_plateau	20	['0.9060159543366696', '0.9573238466492988']	0.00010386189219476279	adam	10	+em	7650.04	23979.0	0.7982967842098654	0.8713341476500873	16	0.9056076756196044	5953	6381	4587	4581	3015	10	2379	1817	0.94306410482485	0.7473943766481352	0.8195527346202582	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6232734153263955	0.6265846736045412	0.7320516326588278	3.779035379594465	0.49839167455061495	0.5872280037842952
41	8	0.6725638599810785	0.6665089877010407	0.7651553697309911	2.5543074226415463	0.5457899716177862	0.6299905392620624	utf-8	[260]	[259]	5	characters	True	single_id	squad	17	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.49340146015807224	True	0.22044670026755914	316	2296	2	lstm	3	True	0.22896648858196683	287	184	1	lstm	x,y,x*y	574	574	linear	True	0.3587862098132915	346	4192	1	lstm	0.3691635434259159	52	262	52	[1, 2, 3, 4]	21	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7649.592	7873	7961	7179	8049	8041	7363	8037	7601	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	9.095385936374193	0.5	max	2	reduce_on_plateau	20	['0.9437247911192655', '0.9716313226395807']	0.00025092003283475983	adam	10	+em	7649.592	27407.0	0.7923492277309102	0.8573499697485131	17	0.9001548225387509	6647	7757	5761	6261	4771	7195	7621	6535	0.951689403152357	0.7442550714049248	0.8262194773912944	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6597918637653737	0.6561021759697256	0.7565166689537042	3.503656617902591	0.5318826868495743	0.6163670766319773
42	11	0.6440870387890255	0.6477767265846736	0.7434569092663248	2.8133791135046375	0.515042573320719	0.6011352885525071	utf-8	[260]	[259]	5	characters	True	single_id	squad	19	16	[['passage', 'num_tokens'], ['question', 'num_tokens']]	bucket	0.35299342962732344	True	0.048709429616954236	504	2208	1	lstm	1	True	0.21997944372278916	276	238	2	lstm	x,y,x*y	552	552	linear	True	0.22371607564825402	348	5232	2	lstm	0.04621546644782448	25	262	25	[1, 2, 3]	46	cnn	character_encoding	100	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.100d.txt.gz	False	embedding	bidaf	7681.22	7489	8049	7985	7571	7215	7675	8005	8083	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-train-v1.1.json	0	8.736284689207908	0.5	max	2	reduce_on_plateau	20	['0.9845405980771348', '0.9089848248104732']	9.280402031008214e-05	adam	10	+em	7681.22	36693.0	0.8305916734209294	0.9210150800808229	19	0.9199370290418507	7489	8049	5889	5627	4519	4833	8005	7213	0.7766376941674921	0.7826915832372515	0.8180002054817977	0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/squad/squad-dev-v1.1.json	0.6267738883632923	0.6322611163670766	0.7359511764967475	4.066862753317684	0.5008514664143803	0.5923368022705771
