	Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.granularity	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.type	dataset_reader.use_subtrees	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.do_layer_norm	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.options_file	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.elmo.weight_file	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.granularity	validation_dataset_reader.lazy	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.type	validation_dataset_reader.use_subtrees	validation_loss	vocabulary.max_vocab_size
24	24	0	0.5091743119266054	0.7025493170533862	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	9	False	64	basic	0.4	['meanpool']	True	188	1024	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4366.744000000001	5731	5463	5947	5751		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.023907668620659458	adam	10	+accuracy	0.547938133894771	4366.708	11358.0	9	5731	5463	5947	5751	0.6935435232412012	0	0.5091743119266054	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.7201927431992122	
25	25	1	0.5091743119266054	0.6947449190276009	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	10	False	64	basic	0.0	['meanpool final_state']	True	242	1024	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4389.168	7221	5421	5715	7975		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.01525897939610365	adam	10	+accuracy	0.5668461647468471	4389.152	12733.0	10	7221	4451	5715	7437	0.6811930336096744	0	0.4713302752293578	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.6952675580978394	
26	26	1	0.5091743119266054	0.6984287628105709	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	10	False	64	basic	0.1	['meanpool maxpool']	True	69	1024	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4349.776	7441	6019	5137	7205		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.006404645238424876	adam	10	+accuracy	0.5667550660971314	4349.764	12443.0	10	7441	4995	5137	7205	0.6801130755037224	0	0.5091743119266054	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.6972461002213615	
27	27	2	0.9243119266055044	0.2634493336081505	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	11	False	64	basic	0.0	['meanpool maxpool attention']	True	407	1024	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4391.988	7423	6019	5137	7205		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	3.299118555320111e-05	adam	10	+accuracy	0.9999797558556188	4391.988	13811.0	11	7423	6017	5137	7205	7.56180155497136e-05	0	0.9071100917431192	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.8973028021199363	
28	28	6	0.908256880733945	0.4189308104770525	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	15	False	64	basic	0.0	['attention']	True	261	1024	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4366.9	7441	6019	5137	7205		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	4.247115824722345e-05	adam	10	+accuracy	0.9998582909893312	4366.9	18108.0	15	7441	4999	5137	7205	0.0007110025168207443	0	0.875	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.7597356204475675	
29	29	0	0.5091743119266054	0.696163011448724	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	9	False	64	basic	0.2	['attention meanpool final_state maxpool']	True	463	1024	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4450.244000000001	6673	5521	7271	7455		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0061756926030836976	adam	10	+accuracy	0.5628681903759337	4450.244000000001	11928.0	9	6673	5521	7271	4787	0.6842084427803291	0	0.5091743119266054	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.6980712796960559	
30	30	12	0.8899082568807339	0.3278787423457418	2-class	False	6919	elmo_characters			sst_tokens	True	elmo fine-tuned	21	False	64	basic	0.1	['meanpool final_state maxpool attention']	True	440	1024	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	True	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5				classifier	4427.508	7227	5521	7271	7455		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.5831489325851062e-06	adam	10	+accuracy	0.9579934004089316	4427.508	25958.0	21	5679	5521	7271	4787	0.12687503563244995	0	0.8864678899082569	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters			sst_tokens	False	0.33048259360449656	
0	0	0	0.893348623853211	0.2557082208139556	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.2	['attention final_state']	True	306	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4397.795999999999	5601	4289	3765	4553		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0008436625768586485	adam	10	+accuracy	0.9954956778751746	4397.795999999999	3381.0	9	4241	4289	3765	4553	0.013098900156925613	0	0.8864678899082569	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.528172703725951	
1	1	2	0.908256880733945	0.27849808761051725	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.2	['attention meanpool']	True	372	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4409.688	4241	4289	3905	4553		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0003554596193725003	adam	10	+accuracy	0.9988562058424599	4409.688	3934.0000000000014	11	4241	4289	3905	4291	0.0032882703605579657	0	0.9059633027522936	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.4609066104250295	
2	2	18	0.8463302752293578	0.480374813079834	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	27	False	64	basic	0.1	['attention maxpool meanpool']	True	64	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4379.068	6675	6711	3319	6099		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.04705154743188295	adam	10	+accuracy	0.9728222361681884	4379.068	9264.0	27	3895	4363	3319	4209	0.07865944466194129	0	0.8394495412844036	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5028611889907292	
3	3	8	0.904816513761468	0.5038612282701901	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	17	False	64	basic	0.3	['final_state maxpool attention meanpool']	True	438	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4471.268	4497	2777	4233	4539		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00026662642780315386	adam	10	+accuracy	0.9999898779278094	4471.268	6090.0	17	0	0	4233	4539	0.00010182830951891206	0	0.8876146788990825	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	1.1181617549487524	
4	4	0	0.8899082568807339	0.26899685710668564	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.1	['final_state maxpool meanpool attention']	True	79	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4381.1359999999995	6675	5641	3319	4541		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0044202585270411866	adam	10	+accuracy	0.990465007996437	4381.128	3455.0	9	6675	5641	3319	4541	0.024290704558340474	0	0.8612385321100917	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6068679158176694	
5	5	0	0.9002293577981652	0.25216842017003466	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.0	['meanpool attention final_state']	True	219	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4427.148	2993	4859	5641	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0013283559021557696	adam	10	+accuracy	0.9994230418851348	4427.148	3159.0	9	2993	4859	5641	4909	0.0021454705376451875	0	0.8864678899082569	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5616407287972314	
6	6	5	0.7981651376146789	1.7784854471683502	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	14	False	64	basic	0.1	['maxpool attention meanpool']	True	446	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4442.784000000001	4241	4859	3905	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.05423391427499058	adam	10	+accuracy	0.8709132133530376	4442.784000000001	4880.0	14	2993	4859	3905	4909	0.44731468428408855	0	0.7465596330275229	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.7935308068990707	
7	7	15	0.8807339449541285	0.3287766171353204	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	24	False	64	basic	0.1	['attention final_state']	True	92	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4381.584	5601	4289	3765	6669		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.5565030336639885e-05	adam	10	+accuracy	0.9312610077535072	4381.584	8381.0	24	4241	4289	3765	4553	0.1827995186705393	0	0.8795871559633027	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3293377682566643	
8	8	14	0.8864678899082569	0.8887197439159665	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	23	False	64	basic	0.2	['attention final_state']	True	72	1074	2	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4403.86	5601	4725	3765	6669		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00018610697277504743	adam	10	+accuracy	0.9999898779278094	4403.86	8096.000000000001	23	5601	3289	3765	6667	0.0001700932978687629	0	0.8830275229357798	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	1.0753471787486757	
9	9	4	0.8715596330275229	0.338048378271716	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	13	False	64	basic	0.2	['meanpool maxpool attention']	True	450	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4441.008	3591	6111	4519	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	7.981333439273961e-06	adam	10	+accuracy	0.92165516124461	4440.996	4441.0	13	3591	3741	4519	4345	0.2029681011185127	0	0.8589449541284404	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3703919872641563	
10	10	7	0.8830275229357798	0.3129113295248577	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	16	False	64	basic	0.0	['attention']	True	169	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4392.532	5137	6711	3489	4727		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	1.219221394741261e-05	adam	10	+accuracy	0.9369192461080632	4392.532	5796.0	16	5137	6711	2771	4727	0.17074241722243902	0	0.8784403669724771	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3321588539651462	
11	11	0	0.8990825688073395	0.2447914332151413	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.3	['final_state maxpool meanpool attention']	True	290	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4401.316	6675	6711	3319	4541		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.0016014835501026994	adam	10	+accuracy	0.9977427779014921	4401.316	3197.0	9	6675	5641	3319	4541	0.006369904161198969	0	0.8795871559633027	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.6487876091684613	
12	12	17	0.8990825688073395	1.000481822660991	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	26	False	64	basic	0.3	['final_state']	True	227	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4394.392	3745	6111	4519	5045		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.00024207957366434966	adam	10	+accuracy	1.0	4394.392	9063.0	26	3745	6111	4519	5045	4.5482937155513205e-06	0	0.8956422018348624	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	1.2969147605555398	
13	13	0	0.8405963302752294	0.3597156394805227	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	9	False	64	basic	0.0	['meanpool']	True	392	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4440.88	6675	4167	3319	4209		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	0.023953586118153274	adam	10	+accuracy	0.8276211105937608	4440.88	3438.0	9	6675	4167	3319	4209	0.3883396064756448	0	0.7064220183486238	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.5854455615792956	
14	14	2	0.8956422018348624	0.29510254519326345	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	11	False	64	basic	0.3	['meanpool attention maxpool final_state']	True	469	1074	1	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4398.488	5137	4503	2771	4727		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	7.809549336274297e-05	adam	10	+accuracy	0.9965686175273802	4398.488	4035.0000000000014	11	5137	4503	2771	4727	0.013148606848031996	0	0.8876146788990825	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.609518649322646	
15	15	15	0.8543577981651376	0.3559889825327056	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	24	False	64	basic	0.0	['attention final_state maxpool']	True	261	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4423.464	4497	6061	5641	4909		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	2.8142815258892344e-06	adam	10	+accuracy	0.8917646820657125	4423.464	8521.0	24	4497	5733	3723	4909	0.2690355032730674	0	0.8520642201834863	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3543102251631873	
16	16	16	0.8658256880733946	0.3363694165434156	2-class	False	6919	elmo_characters	True	single_id	sst_tokens	True	elmo frozen	25	False	64	basic	0.0	['attention maxpool meanpool final_state']	True	321	1074	3	lstm	seq2seq	False	0.0	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_options.json	False	elmo_token_embedder	https://s3-us-west-2.amazonaws.com/allennlp/models/elmo/2x4096_512_2048cnn_2xhighway/elmo_2x4096_512_2048cnn_2xhighway_weights.hdf5	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4409.764	5357	6111	4519	4345		https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/train.txt	0	0.5	2	reduce_on_plateau	50	1	3.0825410411380505e-06	adam	10	+accuracy	0.9008644249650788	4409.764	9049.0	25	5357	3741	2921	4345	0.25058621088998306	0	0.8658256880733946	https://s3-us-west-2.amazonaws.com/allennlp/datasets/sst/dev.txt	2-class	False	elmo_characters	True	single_id	sst_tokens	False	0.3356358249272619	
