C	Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	bucket	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	dim	embedding	epoch	evaluate_on_test	f1	iterator.batch_size	iterator.type	label_prefix	loss	lr	lr_update_rate	maxn	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	neg	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	penalty	precision	random_state	recall	solver	test_data_path	thread	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	word_ngrams	ws
	29.0		20.0	0.8906	0.27241562023947513		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			29.0	False		64.0	basic						0.2		['final_state maxpool']		True		81.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4438.044	10641.0	10795.0	2777.0	2865.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00024103142437114267	adam	10.0	+accuracy	0.92405	4438.044	1825.0	29.0	10641.0	10795.0	2777.0	2865.0	0.20081745147609864	0.0	0.8894	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2711272088787224	10000.0		
	30.0		30.0	0.8842	0.2793389346592034		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			39.0	False		64.0	basic						0.3		['maxpool attention meanpool']		True		238.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4442.736	13917.0	5643.0	7023.0	9349.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00013077505065520626	adam	10.0	+accuracy	0.90605	4442.736	3899.0000000000014	39.0	13357.0	5145.0	7023.0	7781.0	0.23750304306943576	0.0	0.8838	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2792772251782538	10000.0		
	31.0		1.0	0.8868	0.2739636083192463		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10.0	False		64.0	basic						0.3		['maxpool']		True		226.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4442.208	5787.0	5145.0	7023.0	9349.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.021356071493284938	adam	10.0	+accuracy	0.8773	4442.208	1043.0	10.0	5787.0	5145.0	5877.0	6693.0	0.3102772399759331	0.0	0.7874	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5146734778639637	10000.0		
	32.0		24.0	0.8718	0.3010413494857052		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			33.0	False		64.0	basic						0.3		['attention final_state meanpool maxpool']		True		276.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4451.332	13357.0	5643.0	8915.0	7781.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	8.631308979366175e-05	adam	10.0	+accuracy	0.8882	4451.332	3498.0	33.0	13357.0	4629.0	8915.0	7781.0	0.27173575244772546	0.0	0.871	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3004388620581808	10000.0		
	33.0		4.0	0.9034	0.29251757943177525		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			13.0	False		64.0	basic						0.0		['maxpool']		True		179.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4449.14	4103.0	1677.0	4827.0	4623.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0016743782962104793	adam	10.0	+accuracy	0.99985	4449.128	1937.0	13.0	4103.0	0.0	4827.0	4623.0	0.0013171606652510053	0.0	0.8944	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6051881188597483	10000.0		
	34.0		0.0	0.9026	0.2365699887652941		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9.0	False		64.0	basic						0.1		['final_state maxpool attention meanpool']		True		180.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4434.86	5887.0	3141.0	9809.0	4645.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.013566827986352873	adam	10.0	+accuracy	1.0	4434.86	677.0	9.0	5887.0	3141.0	9809.0	4645.0	0.00039385636887563684	0.0	0.8962	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6730043895636932	10000.0		
	35.0		5.0	0.6282	0.6919051725653154		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			14.0	False		64.0	basic						0.1		['attention meanpool maxpool']		True		142.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4450.372	6363.0	2833.0	3981.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.5844156931595947e-06	adam	10.0	+accuracy	0.59375	4450.372	2060.0	14.0	6363.0	2833.0	3981.0	6301.0	0.6911575510479011	0.0	0.626	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6912862749039372	10000.0		
	36.0		12.0	0.6409999999999999	0.6878007627740691		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			21.0	False		64.0	basic						0.3		['final_state meanpool']		True		110.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4447.508	10947.0	4919.0	9013.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	3.6108028944685968e-06	adam	10.0	+accuracy	0.617	4447.456	3019.0	21.0	9559.0	4919.0	9013.0	11339.0	0.6867251163854385	0.0	0.6398	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6871479704410215	10000.0		
	37.0		4.0	0.9026	0.3711903518230855		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			13.0	False		64.0	basic						0.2		['maxpool']		True		131.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4451.072	13917.0	10889.0	3877.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.006335556756739513	adam	10.0	+accuracy	0.9998	4451.072	1943.0	13.0	13917.0	10889.0	3877.0	5237.0	0.0009463367263634746	0.0	0.8942	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6945676643259918	10000.0		
	38.0		26.0	0.7759999999999999	0.4778230439258527		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			35.0	False		64.0	basic						0.3		['attention']		True		302.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4431.424	10913.0	4919.0	8993.0	7483.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.8006208113519206e-05	adam	10.0	+accuracy	0.7842	4431.424	2387.0	35.0	10913.0	4919.0	8993.0	7483.0	0.4664202228712198	0.0	0.7758	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4777398571560654	10000.0		
	39.0		1.0	0.9042	0.24185641902157026		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10.0	False		64.0	basic						0.2		['meanpool maxpool']		True		169.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4440.848	13917.0	3353.0	4719.0	5955.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.01966759508674153	adam	10.0	+accuracy	0.97185	4440.848	1139.0	10.0	13917.0	3353.0	4363.0	5955.0	0.07544101207270124	0.0	0.8776	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4719395160297804	10000.0		
	40.0		20.0	0.8886	0.2778062282861033		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			29.0	False		64.0	basic						0.1		['meanpool']		True		190.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4443.224	13917.0	5145.0	6241.0	9349.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0001928483021690589	adam	10.0	+accuracy	0.9154	4443.224	3107.0	29.0	5325.0	5145.0	6241.0	6693.0	0.21589862460050327	0.0	0.8884	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.27767778121972386	10000.0		
	41.0		6.0	0.9056	0.245473651003234		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			15.0	False		64.0	basic						0.4		['meanpool attention maxpool final_state']		True		206.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4441.54	13183.0	9861.0	7035.0	6301.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00047379071777797353	adam	10.0	+accuracy	0.9796	4441.54	1507.0	15.0	13183.0	9861.0	7035.0	3619.0	0.06783536221451178	0.0	0.9008	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.32183589588237715	10000.0		
	42.0		2.0	0.9048	0.2287879540950437		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			11.0	False		64.0	basic						0.0		['final_state maxpool attention']		True		454.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4470.396	13183.0	10493.0	10005.0	3619.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0018028232443836906	adam	10.0	+accuracy	1.0	4470.396	1835.0	11.0	3885.0	0.0	10005.0	0.0	0.00014163675113988762	0.0	0.902	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6566882083498979	10000.0		
	43.0		18.0	0.8122	0.4190145670613156		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27.0	False		64.0	basic						0.0		['final_state attention maxpool meanpool']		True		272.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4434.152	12381.0	5897.0	9013.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	3.490972141611647e-05	adam	10.0	+accuracy	0.8232	4434.152	1902.0	27.0	12381.0	5897.0	9013.0	11339.0	0.3961671965000347	0.0	0.8088	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4155960154684284	10000.0		
	44.0		26.0	0.8354	0.3712211362546004		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			35.0	False		64.0	basic						0.1		['final_state meanpool attention']		True		223.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4448.604	10641.0	10795.0	9809.0	14255.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	4.1189801510411455e-05	adam	10.0	+accuracy	0.8485	4448.604	4537.0	35.0	10641.0	10795.0	3891.0	14255.0	0.35172380302279904	0.0	0.8352	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3710071129512184	10000.0		
	45.0		18.0	0.9006	0.26365055455059944		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27.0	False		64.0	basic						0.2		['final_state meanpool maxpool']		True		142.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4443.276	3885.0	10493.0	10005.0	3619.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00031048890918733613	adam	10.0	+accuracy	0.9549	4443.276	2811.0	27.0	3885.0	0.0	0.0	0.0	0.12817991259522712	0.0	0.8986	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2660096856423571	10000.0		
	46.0		10.0	0.8676	0.4414177076726021		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			19.0	False		64.0	basic						0.3		['final_state maxpool attention']		True		510.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4479.7	10641.0	10795.0	3891.0	14255.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.006081868380177498	adam	10.0	+accuracy	0.9977	4479.7	3119.0	19.0	2889.0	10795.0	3891.0	14255.0	0.012077075157005087	0.0	0.8584	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8095392765878122	10000.0		
	47.0		24.0	0.6058	0.6846501895144016		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			33.0	False		64.0	basic						0.4		['meanpool final_state']		True		437.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4440.7040000000015	13917.0	10889.0	9013.0	11339.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.0943441967654207e-06	adam	10.0	+accuracy	0.59835	4440.7040000000015	3116.0	33.0	13917.0	10889.0	3661.0	6257.0	0.6839082279144385	0.0	0.6054	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6845462873012205	10000.0		
	48.0		7.0	0.875	0.3775028252526175		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			16.0	False		64.0	basic						0.4		['attention']		True		149.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4445.032	5181.0	7657.0	3843.0	14255.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.032009062003168214	adam	10.0	+accuracy	0.99755	4445.032	1767.0	16.0	5181.0	2833.0	3259.0	5871.0	0.01693692496909311	0.0	0.8616	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7264217647570598	10000.0		
	49.0		8.0	0.6502	0.6888281378564955		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			17.0	False		64.0	basic						0.4		['attention maxpool meanpool']		True		278.0	50.0			3.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4457.208	10913.0	4919.0	8993.0	7483.0								s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.7544414600869201e-06	adam	10.0	+accuracy	0.62845	4457.208	2483.0	17.0	10913.0	4919.0	8993.0	7483.0	0.6870785707863756	0.0	0.6459999999999999	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6872156896168673	10000.0		
0.4300849273726607		0.8682		0.8682				20000																													logistic regression													l2		23815.0		liblinear																1.1050021648406982																			
0.43139108611612775		0.8682		0.8682				20000																													logistic regression													l2		52211.0		liblinear																1.0262398719787598																			
0.8930750794606799		0.8644		0.8644				20000																													logistic regression													l1		19301.0		liblinear																0.33771228790283203																			
0.4746779921709726		0.8692		0.8692				20000																													logistic regression													l1		80301.0		liblinear																0.2699389457702637																			
0.77958994106674		0.8664		0.8664				20000																													logistic regression													l1		38799.0		liblinear																0.2846229076385498																			
0.3182437969323043		0.871		0.871				20000																													logistic regression													l2		58476.0		liblinear																1.0997350215911863																			
0.30444949813358857		0.8706		0.8706				20000																													logistic regression													l1		25757.0		liblinear																0.20871973037719727																			
0.3230072375753592		0.871		0.871				20000																													logistic regression													l2		19186.0		liblinear																1.1641058921813965																			
0.22772809973034602		0.8736		0.8736				20000																													logistic regression													l2		84062.0		liblinear																1.0251269340515137																			
0.4619337387108798		0.8672		0.8672				20000																													logistic regression													l2		47321.0		liblinear																1.0818090438842771																			
0.706578712899822		0.865		0.865				20000																													logistic regression													l2		73056.0		liblinear																1.173557996749878																			
0.9923387785452592		0.8638		0.8638				20000																													logistic regression													l2		15130.0		liblinear																1.235076904296875																			
0.7178205701885555		0.8652		0.8652				20000																													logistic regression													l2		86267.0		liblinear																1.2151689529418943																			
0.8583367428404955		0.8652		0.8652				20000																													logistic regression													l2		5977.0		liblinear																1.1872649192810059																			
0.5574371871580378		0.8688		0.8688				20000																													logistic regression													l1		6700.0		liblinear																0.2471320629119873																			
0.34003373288691474		0.8692		0.8692				20000																													logistic regression													l1		89216.0		liblinear																0.2017300128936768																			
0.015718423696328587		0.8178		0.8178				20000																													logistic regression													l1		14505.0		liblinear																0.14548921585083008																			
0.773875820097371		0.8654		0.8654				20000																													logistic regression													l2		18200.0		liblinear																1.3352530002593994																			
0.9400080944999024		0.8642		0.8642				20000																													logistic regression													l1		97343.0		liblinear																0.3176562786102295																			
0.21346393874637304		0.8734		0.8734				20000																													logistic regression													l2		95991.0		liblinear																0.9105520248413086																			
0.7810091207661706		0.8662		0.8662				20000																													logistic regression													l1		74244.0		liblinear																0.2897288799285889																			
0.3617060585254965		0.87		0.87				20000																													logistic regression													l2		48887.0		liblinear																0.935420036315918																			
0.39981151741133103		0.868		0.868				20000																													logistic regression													l2		50428.0		liblinear																0.9358408451080322																			
0.22022839868118427		0.8732		0.8732				20000																													logistic regression													l2		22437.0		liblinear																0.8628940582275391																			
0.7334951157051964		0.868		0.868				20000																													logistic regression													l1		3368.0		liblinear																0.28004097938537603																			
0.7772321168971686		0.8664		0.8664				20000																													logistic regression													l1		21017.0		liblinear																0.28586792945861816																			
0.7226076697797745		0.8652		0.8652				20000																													logistic regression													l2		18640.0		liblinear																1.2976078987121582																			
0.358127865463005		0.8702		0.8702				20000																													logistic regression													l2		90006.0		liblinear																0.9695777893066406																			
0.08129420396279385		0.8584		0.8584				20000																													logistic regression													l1		44639.0		liblinear																0.14868521690368652																			
0.2177278592533971		0.8664		0.8664				20000																													logistic regression													l1		35003.0		liblinear																0.1863741874694824																			
0.0228715641959637		0.8748		0.8748				20000																													logistic regression													l2		63660.0		liblinear																0.4899790287017822																			
0.7488536552688604		0.8654		0.8654				20000																													logistic regression													l2		20266.0		liblinear																1.2234151363372805																			
0.03780675857263438		0.8758		0.8758				20000																													logistic regression													l2		20560.0		liblinear																0.5440001487731934																			
0.4605407584485817		0.8692		0.8692				20000																													logistic regression													l1		59542.0		liblinear																0.2314498424530029																			
0.7208883332476052		0.8684		0.8684				20000																													logistic regression													l1		31712.0		liblinear																0.27948904037475586																			
0.30357756186073936		0.8706		0.8706				20000																													logistic regression													l1		45109.0		liblinear																0.1900780200958252																			
0.6116546782354251		0.8706		0.8706				20000																													logistic regression													l1		65663.0		liblinear																0.2795991897583008																			
0.4796428461205179		0.867		0.867				20000																													logistic regression													l2		39505.0		liblinear																0.9197402000427246																			
0.8235353185627843		0.8658		0.8658				20000																													logistic regression													l1		619.0		liblinear																0.2903609275817871																			
0.8377989210389146		0.8652		0.8652				20000																													logistic regression													l2		67202.0		liblinear																1.217210054397583																			
0.3607914502397789		0.87		0.87				20000																													logistic regression													l2		48159.0		liblinear																0.9912831783294678																			
0.813072095624276		0.8656		0.8656				20000																													logistic regression													l2		75860.0		liblinear																1.225588083267212																			
0.08934049249157072		0.8602		0.8602				20000																													logistic regression													l1		45620.0		liblinear																0.14405512809753418																			
0.0951144013092633		0.8759999999999999		0.8759999999999999				20000																													logistic regression													l2		16868.0		liblinear																0.7053849697113037																			
0.2885868996918796		0.8704		0.8704				20000																													logistic regression													l1		60957.0		liblinear																0.19511723518371585																			
0.44882381455531495		0.8698		0.8698				20000																													logistic regression													l1		18912.0		liblinear																0.2331800460815429																			
0.4518516176325428		0.8674		0.8674				20000																													logistic regression													l2		34612.0		liblinear																1.0083401203155518																			
0.26936466355581223		0.873		0.873				20000																													logistic regression													l2		1317.0		liblinear																0.917732000350952																			
0.5313336497011486		0.8676		0.8676				20000																													logistic regression													l2		82313.0		liblinear																1.040553092956543																			
0.4863225302255849		0.87		0.87				20000																													logistic regression													l1		77086.0		liblinear																0.2419600486755371																			
