Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
134	1	0.7722	0.6277980178217345	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6]	240.0		432.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2590.724	599	599	599	877	593.0	599.0	779.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0017822549126286333	adam	10	+accuracy	0.9913	2590.648	47.0	10	599	599	599	877	593.0	599.0	779.0	599.0	0.023564679927791758	0	0.7582	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.1388874978204315
135	16	0.787	0.9619234211837188	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	25	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	391.0		259.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2592.144	613	599	599	599	599.0	599.0	879.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0006172278679749969	adam	10	+accuracy	0.9944	2592.14	122.0	25	599	599	599	599	599.0	599.0	879.0	599.0	0.013732367343488773	0	0.7816	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.948448933000806
136	17	0.7354	0.8015931535370743	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.0												linear					bag_of_word_counts	classifier	2572.9	599	613	747	839	613.0	593.0	955.0	871.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00027758224816073644	adam	10	+accuracy	0.7829999999999999	2572.9	2606.0	26	599	599	599	599	559.0	593.0	599.0	599.0	0.6962709533181161	0	0.7348	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7987607385538802
137	8	0.7512	1714.4966905811166	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.4					50.0			[1, 2, 3, 4, 5]	485.0		106.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2586.364	797	593	593	613	599.0	599.0	895.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.07195464718549993	adam	10	+accuracy	0.9916	2586.364	71.0	17	797	593	593	599	599.0	599.0	611.0	599.0	3.3134351870056933	0	0.7454	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1511.4140358454065
138	1	0.7924	0.5696925128562541	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.4		meanpool		True		251.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2595.8920000000007	599	947	729	599	599.0	613.0	911.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0018037104957334734	adam	10	+accuracy	0.99	2595.8920000000007	81.0	10	599	947	533	599	599.0	599.0	911.0	599.0	0.02810384342624883	0	0.7138	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6580908615377885
139	47	0.5998	1.3681348547150818	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	49	64	basic	0.3												linear					bag_of_word_counts	classifier	2573.844	659	599	1221	829	903.0	599.0	723.0	1289.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.8940473027427948e-06	adam	10	+accuracy	0.5853	2573.844	4663.0	49	593	599	593	593	599.0	599.0	561.0	599.0	1.367223717604473	0	0.5996	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3680996804297725
140	1	0.7984	0.5434830603720266	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.0		attention		True		249.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2590.068	599	599	599	593	593.0	599.0	723.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0016917611624358796	adam	10	+accuracy	0.9901	2590.064	64.0	10	599	599	599	593	593.0	599.0	723.0	599.0	0.02989656135297505	0	0.7278	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3898738019074066
141	1	0.7696	0.6083219115492664	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2582.504	613	599	869	605	789.0	599.0	613.0	613.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008183489007941755	adam	10	+accuracy	0.9898	2582.504	53.0	10	613	599	839	605	789.0	599.0	613.0	613.0	0.04138558907256384	0	0.7482	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8898673253723338
142	6	0.7882	0.5843503075309947	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	76.0		339.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2585.184	659	599	599	599	593.0	763.0	599.0	657.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00010393463365257442	adam	10	+accuracy	0.8393	2585.184	73.0	15	659	599	599	599	593.0	599.0	599.0	657.0	0.4393138560899504	0	0.7862	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5792965730534324
143	24	0.7264	0.7214645750914948	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.3		attention		True		475.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2591.7	599	599	599	599	599.0	593.0	955.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.285835038941683e-05	adam	10	+accuracy	0.7272	2591.7	221.0	33	599	599	599	599	599.0	593.0	955.0	599.0	0.7197979500718937	0	0.726	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7211014960385576
144	0	0.7776	0.5971489707125893	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2580.968	599	599	683	613	593.0	613.0	593.0	1447.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.021957470152366588	adam	10	+accuracy	0.9926	2580.96	32.0	9	599	599	683	613	593.0	613.0	593.0	1447.0	0.020047963151981117	0	0.736	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.0258404842660398
145	0	0.7734	0.6155698276773284	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.3												linear					bag_of_word_counts	classifier	2572.8160000000007	797	599	599	599	593.0	763.0	599.0	1341.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.01417000290358717	adam	10	+accuracy	0.9756	2572.808	855.0	9	599	599	599	599	593.0	599.0	599.0	1289.0	0.08443987339877397	0	0.7352	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7923407928098606
146	7	0.056	1.4745275823375847	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2585.044	599	599	599	599	599.0	613.0	599.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3802205760470351e-06	adam	10	+accuracy	0.0906	2585.032	47.0	16	599	599	599	599	599.0	613.0	599.0	599.0	1.4807013470655794	0	0.056	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4724073907997035
147	28	0.5672	1.3729536080662208	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	37	64	basic	0.3												linear					bag_of_word_counts	classifier	2573.42	599	613	747	839	613.0	879.0	955.0	871.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3566673173773176e-06	adam	10	+accuracy	0.5433	2573.42	3643.0	37	599	599	599	599	599.0	171.0	605.0	599.0	1.3722683829107103	0	0.5668	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3728393633154374
148	2	0.787	0.5749153856989704	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.2		final_state		True		494.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2620.708	599	599	683	613	593.0	775.0	593.0	1447.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0007276759897482969	adam	10	+accuracy	0.967	2620.708	121.0	11	599	599	683	603	593.0	613.0	593.0	1447.0	0.10868514333940617	0	0.733	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.1421233460872988
149	24	0.326	1.3373320857180824	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	33	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2614.864	613	613	613	605	789.0	789.0	613.0	785.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.4149860253132846e-05	adam	10	+accuracy	0.3168	2614.864	184.0	33	613	599	613	605	789.0	599.0	613.0	559.0	1.340244910519594	0	0.3254	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3370356212688397
150	8	0.1452	1.4935657253748251	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2581.06	613	613	613	605	789.0	787.0	613.0	785.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.2855425339675643e-06	adam	10	+accuracy	0.1513	2581.06	103.0	17	613	613	613	605	789.0	769.0	613.0	785.0	1.4981391278042155	0	0.145	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4919060242326954
151	3	0.7872	0.6832984248294106	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.3		final_state		True		97.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2584.8920000000007	613	599	899	637	789.0	599.0	613.0	819.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0017188455268659325	adam	10	+accuracy	0.989	2584.88	94.0	12	613	599	899	637	593.0	599.0	613.0	819.0	0.03376119976542938	0	0.7170000000000001	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3588757635671882
152	7	0.7844	0.5962700406207314	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.1		final_state		True		238.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2584.976	599	599	599	599	599.0	599.0	747.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0004974919656608648	adam	10	+accuracy	0.8998	2584.976	92.0	16	599	599	599	599	599.0	599.0	747.0	599.0	0.2918085621990216	0	0.7666	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6598719494252265
153	7	0.7762	0.6138695519936236	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	16	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2582.008	599	1089	613	599	599.0	599.0	757.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.002148456838370489	adam	10	+accuracy	0.9297	2582.004	48.0	16	599	1089	613	599	599.0	599.0	757.0	599.0	0.2358959680245181	0	0.7709999999999999	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.625414522765558
154	16	0.7406	0.7572933507116535	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	25	64	basic	0.4		maxpool		True		132.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2586.52	599	599	599	599	593.0	599.0	599.0	769.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.06670637591335762	adam	10	+accuracy	0.807	2586.52	174.0	25	599	599	599	599	593.0	599.0	599.0	769.0	0.5274341977705621	0	0.7346	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7648761438418038
155	13	0.728	0.7188196401052838	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.4		meanpool		True		397.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2605.612	599	599	599	599	593.0	599.0	599.0	1341.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.6798722081015177e-05	adam	10	+accuracy	0.7277	2605.612	195.0	22	599	599	599	599	593.0	599.0	599.0	1341.0	0.7190504677736076	0	0.7272	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7145894045316721
156	15	0.7884	0.5771890101553518	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	24	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6]	260.0		509.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2587.692	593	599	593	745	599.0	743.0	765.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.696247752132126e-05	adam	10	+accuracy	0.8543	2587.692	105.0	24	593	599	593	745	599.0	665.0	765.0	599.0	0.4138010968068603	0	0.7856	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5765902177442478
157	19	0.7602	0.6917306271534932	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	28	64	basic	0.1												linear					bag_of_word_counts	classifier	2572.856	839	599	959	1221	593.0	763.0	599.0	1341.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000642237948883666	adam	10	+accuracy	0.8521	2572.856	2456.0	28	599	599	599	593	593.0	599.0	599.0	599.0	0.5112164593805932	0	0.7598	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6902738292760486
158	4	0.7714	0.6472811034963101	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	13	64	basic	0.4												linear					bag_of_word_counts	classifier	2572.176	725	1145	1347	599	599.0	599.0	879.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.008683281676257846	adam	10	+accuracy	0.965	2572.176	1061.0	13	599	1089	10	599	599.0	599.0	757.0	599.0	0.14747754935246365	0	0.7596	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6778086412556564
159	21	0.7694	0.6333191855044304	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.2					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	169.0		410.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2590.384	599	593	593	599	707.0	599.0	593.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.6222408973123363e-05	adam	10	+accuracy	0.7799	2590.384	136.0	30	599	593	593	599	707.0	599.0	593.0	599.0	0.6029227174771059	0	0.7686	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6328473536274101
160	1	0.7858	0.5731962428817267	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.2		final_state		True		409.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2616.82	613	599	959	1221	593.0	599.0	613.0	1015.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0015820963041902713	adam	10	+accuracy	0.9905	2616.82	101.0	10	613	599	959	1221	593.0	599.0	599.0	1015.0	0.027601960856633585	0	0.727	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6643815961065171
161	17	0.1096	1.4292836853220492	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	26	64	basic	0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2586.24	613	599	599	599	599.0	599.0	879.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.641468149405729e-06	adam	10	+accuracy	0.1823	2586.24	75.0	26	613	599	599	599	599.0	599.0	879.0	599.0	1.4339659950535768	0	0.1096	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4290490195721008
162	0	0.7784	0.6073942256124714	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.0		meanpool		True		331.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2592.46	593	599	593	593	599.0	743.0	797.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.003896165563278833	adam	10	+accuracy	0.9933	2592.38	56.0	9	593	599	593	593	599.0	743.0	797.0	599.0	0.016928832699206604	0	0.7158	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5313004149666316
163	0	0.7766	0.6285394931895824	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.1												linear					bag_of_word_counts	classifier	2573.04	797	789	593	599	707.0	785.0	895.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.02013219632957858	adam	10	+accuracy	0.9888	2573.04	869.0	9	599	613	593	599	593.0	785.0	593.0	599.0	0.042726939487727766	0	0.738	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8324756445009497
164	49	0.318	1.3309752624246138	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	49	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2581.388	599	599	599	599	599.0	913.0	605.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0090423130274998e-06	adam	10	+accuracy	0.3343	2581.388	137.0	49	599	599	599	599	599.0	599.0	605.0	599.0	1.3324347924275004	0	0.318	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3309752624246138
165	11	0.784	0.5965810267231132	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8]	161.0		218.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2584.956	843	599	593	745	599.0	665.0	765.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.6832903815076025e-05	adam	10	+accuracy	0.8115	2584.956	98.0	20	843	599	593	745	599.0	665.0	613.0	599.0	0.5156394212868562	0	0.7832	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5929802512820763
166	3	0.7722	0.6308759784773935	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	12	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2581.924	599	613	613	599	599.0	599.0	709.0	599.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.004194557404502538	adam	10	+accuracy	0.9869	2581.924	39.0	12	599	613	10	599	599.0	599.0	709.0	599.0	0.06231709055982197	0	0.754	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7346674037885063
167	27	0.7832	0.6130924164494381	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	36	64	basic	0.2												linear					bag_of_word_counts	classifier	2572.572	839	599	959	1221	789.0	763.0	613.0	1341.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0019455065452403835	adam	10	+accuracy	0.9273	2572.572	2849.0	36	599	599	599	593	593.0	599.0	599.0	599.0	0.2899185449454435	0	0.7829999999999999	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6130048991004123
168	1	0.7798	0.6702685450451283	False	10000	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.4		attention		True		368.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2608.688	613	599	959	1221	593.0	599.0	599.0	1015.0	/home/suching/reproducibility/data/hatespeech/train_pretokenized_10k.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0071607344670097705	adam	10	+accuracy	0.9932	2608.656	89.0	10	613	599	599	519	593.0	599.0	599.0	1015.0	0.01661493726501799	0	0.7176	/home/suching/reproducibility/data/hatespeech/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.7930445904973191
