Unnamed: 0	accuracy	best_epoch	best_validation_accuracy	best_validation_loss	bucket	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	dim	embedding	epoch	evaluate_on_test	f1	iterator.batch_size	iterator.type	label_prefix	loss	lr	lr_update_rate	maxn	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	neg	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	precision	recall	test_data_path	thread	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size	word_ngrams	ws
31.0		28.0	0.8382	0.4003592633371112		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			37	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.34	1377.0	1471.0	1481.0	1445.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0004554404350714379	adam	10.0	+accuracy	0.8404	4418.2159999999985	722.0	37.0	1313.0	1471.0	1481.0	1379.0	0.40047238467219537	0.0	0.8382	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.40011591775507865	10000.0		
32.0		1.0	0.8956	0.2564398808569848		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.436	1291.0	1335.0	1403.0	1461.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.008571890063585719	adam	10.0	+accuracy	0.98045	4420.436	217.0	10.0	1291.0	1335.0	1403.0	1461.0	0.06632377300411463	0.0	0.8854	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3612912325542184	10000.0		
33.0		0.0	0.5	0.7744863614251342		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4422.724	1313.0	1473.0	1315.0	1243.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.122185327714e-05	adam	10.0	+accuracy	0.50265	4422.724	199.0	9.0	1313.0	1197.0	1315.0	1243.0	0.7162283571383443	0.0	0.5	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7087904509109787	10000.0		
34.0		18.0	0.807	0.4846668032151234		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4413.324000000001	1313.0	1335.0	1491.0	1461.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00025207387367207176	adam	10.0	+accuracy	0.82275	4413.324000000001	535.0	27.0	1291.0	1335.0	1403.0	1461.0	0.4680566695361092	0.0	0.8066	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4822038529039938	10000.0		
35.0		0.0	0.5	0.7272807125803791		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4414.448	1313.0	1473.0	1355.0	1243.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.833643846779582e-06	adam	10.0	+accuracy	0.5035	4414.444	198.0	9.0	1313.0	1473.0	1315.0	1243.0	0.7159319055347017	0.0	0.5	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7127644713920883	10000.0		
36.0		2.0	0.8964	0.2563766438183905		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			11	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.42	1377.0	1313.0	1481.0	1445.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.005929938242427388	adam	10.0	+accuracy	0.9894	4420.42	236.00000000000003	11.0	1377.0	1313.0	1481.0	1445.0	0.053283885526009635	0.0	0.884	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.34428538636693473	10000.0		
37.0		17.0	0.8878	0.26684252729144275		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			26	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4422.664000000002	1323.0	1379.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.001492059842932125	adam	10.0	+accuracy	0.917	4422.664000000002	520.0	26.0	1293.0	1193.0	1389.0	1291.0	0.21775919879777744	0.0	0.8874	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2660184176285056	10000.0		
38.0		6.0	0.8966	0.26926991550982754		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			15	False		64.0	basic						0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4415.556	1293.0	1373.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.004825514025913199	adam	10.0	+accuracy	0.9723	4415.556	307.0	15.0	1293.0	1313.0	1235.0	1175.0	0.08993777660087655	0.0	0.8909999999999999	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.2998758245118057	10000.0		
39.0		21.0	0.648	0.6781195055080366		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			30	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.7559999999985	1313.0	1471.0	1481.0	1443.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.9843460879835322e-05	adam	10.0	+accuracy	0.60205	4416.7559999999985	586.0	30.0	1313.0	1465.0	1299.0	1443.0	0.6834117208425992	0.0	0.6478	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6780359903468361	10000.0		
40.0		0.0	0.8952	0.2588329646217672		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4418.048	1291.0	1335.0	1437.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.04280764012004081	adam	10.0	+accuracy	0.9786	4418.048	198.0	9.0	1265.0	1335.0	1437.0	1485.0	0.05675293745609899	0.0	0.8644	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6818603758193269	10000.0		
41.0		12.0	0.8984	0.2598773117495489		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			21	False		64.0	basic						0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.34	1377.0	1471.0	1481.0	1379.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0030554395441724762	adam	10.0	+accuracy	0.9541	4416.34	424.0	21.0	1313.0	1471.0	1481.0	1379.0	0.131640778158229	0.0	0.8978	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.26292131511093697	10000.0		
42.0		17.0	0.7709999999999999	0.6359406181528598		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			26	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4423.52	1313.0	1335.0	1491.0	1461.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00011104024401531904	adam	10.0	+accuracy	0.72785	4423.52	519.0	26.0	1265.0	1335.0	1491.0	1461.0	0.6341994524763795	0.0	0.7708	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6345648101613491	10000.0		
43.0		21.0	0.7126	0.6400689309156393		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			30	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.84	1291.0	1335.0	1437.0	1485.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00010378193289232696	adam	10.0	+accuracy	0.68135	4420.84	589.0	30.0	11.0	1277.0	1323.0	1485.0	0.6396978887887047	0.0	0.7126	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6397106677671022	10000.0		
44.0		21.0	0.6438	0.6835073421273051		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			30	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.152	1323.0	1269.0	1473.0	1443.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	2.3418044955037202e-05	adam	10.0	+accuracy	0.65815	4419.152	590.0	30.0	1323.0	1269.0	1473.0	1291.0	0.6823287000671362	0.0	0.6438	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6834380988833271	10000.0		
45.0		2.0	0.8966	0.25266207226469545		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			11	False		64.0	basic						0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4416.576	1323.0	1379.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.005064977244686336	adam	10.0	+accuracy	0.97925	4416.576	235.00000000000003	11.0	1323.0	1379.0	1389.0	1291.0	0.07385090935213592	0.0	0.889	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.31590953101462954	10000.0		
46.0		0.0	0.5	0.8154153537146652		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.16	1313.0	1313.0	1481.0	1445.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	8.946415825989432e-06	adam	10.0	+accuracy	0.48845	4419.152	195.0	9.0	1313.0	1313.0	1481.0	1445.0	0.7552727712229037	0.0	0.5	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7429336294343198	10000.0		
47.0		0.0	0.8866	0.2644478964466083		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.26	1323.0	1397.0	1473.0	1427.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0958253269286212	adam	10.0	+accuracy	0.982	4419.26	197.0	9.0	1323.0	1397.0	1473.0	1427.0	0.05103992380814764	0.0	0.855	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.973701943890958	10000.0		
48.0		0.0	0.5	0.7054193970523303		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4419.32	1323.0	1379.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.1803279762538492e-06	adam	10.0	+accuracy	0.496	4419.32	201.0	9.0	1323.0	1379.0	1389.0	1291.0	0.7452306149485773	0.0	0.5	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.7026845043218588	10000.0		
49.0		0.0	0.5	0.6999985560586179		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.3			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4420.968	1323.0	1373.0	1389.0	1291.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	1.6976387708728112e-06	adam	10.0	+accuracy	0.50415	4420.968	198.0	9.0	1293.0	1373.0	1389.0	1291.0	0.7044364636698471	0.0	0.4996	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6964917032024528	10000.0		
0.0		13.0	0.8758	0.3938546575888803		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			22	False		64.0	basic						0.0					50.0			[1, 2, 3, 4, 5]	351.0		388.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4431.38	8053.0	12725.0	10253.0	7867.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00019001136888131367	adam	10.0	+accuracy	1.0	4431.38	626.0	22.0	4499.0	12725.0	10253.0	7867.0	0.0027003845693870853	0.0	0.875	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.414728851069378	10000.0		
1.0		30.0	0.8926	0.8037049392639082		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			39	False		64.0	basic						0.4					50.0			[1, 2, 3, 4, 5]	412.0		181.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4434.292	9527.0	8533.0	10403.0	7875.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0017187025360205564	adam	10.0	+accuracy	1.0	4434.272	1114.0	39.0	9527.0	8533.0	10403.0	7875.0	3.359925013761551e-05	0.0	0.8916	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.8076474474672275	10000.0		
2.0		12.0	0.8848	0.3323934652571437		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			21	False		64.0	basic						0.2					50.0			[1, 2, 3]	491.0		268.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4434.824000000001	8053.0	12725.0	10253.0	7867.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0002590141693869866	adam	10.0	+accuracy	0.9997	4434.764	540.0	21.0	4499.0	2305.0	7327.0	7867.0	0.011949948493403178	0.0	0.8826	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3628486194942571	10000.0		
3.0		7.0	0.8862	0.3400949713172792		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			16	False		64.0	basic						0.3					50.0			[1, 2, 3, 4, 5]	88.0		285.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4431.048	10151.0	10905.0	3445.0	5319.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00036527958422557036	adam	10.0	+accuracy	1.0	4431.048	374.0	16.0	5475.0	3499.0	3445.0	5319.0	0.003270175804892859	0.0	0.8816	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.4049764059578316	10000.0		
4.0		18.0	0.8794	0.30312572136709964		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			27	False		64.0	basic						0.0					50.0			[1, 2, 3, 4, 5]	119.0		195.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4427.728	3309.0	7385.0	9657.0	5883.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0001306552776764505	adam	10.0	+accuracy	0.9775	4427.728	619.0	27.0	3309.0	2351.0	9657.0	5883.0	0.08747344788390038	0.0	0.879	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3048303148037271	10000.0		
5.0		3.0	0.89	0.2865037813405447		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			12	False		64.0	basic						0.4					50.0			[1, 2, 3, 4, 5]	291.0		403.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4431.044	5867.0	3499.0	10403.0	5319.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00048821368244688387	adam	10.0	+accuracy	1.0	4430.56	344.0	12.0	5867.0	1963.0	10403.0	5319.0	0.0010909730741105524	0.0	0.8898	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.42459512322763854	10000.0		
6.0		0.0	0.5284	177.77169983296452		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			9	False		64.0	basic						0.3					50.0			[1, 2, 3, 4]	65.0		433.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4433.536	4579.0	7385.0	2165.0	4017.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.09356440800517377	adam	10.0	+accuracy	0.50595	4433.536	214.0	9.0	3309.0	7385.0	2165.0	4017.0	0.8471803992701034	0.0	0.4992	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.7624696855303625	10000.0		
7.0		19.0	0.7508	0.5675327879718587		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			28	False		64.0	basic						0.3					50.0			[1, 2, 3]	485.0		234.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4426.448	8053.0	12725.0	10253.0	7867.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	8.312943151102169e-06	adam	10.0	+accuracy	0.75985	4426.448	711.0	28.0	8053.0	12725.0	10253.0	7867.0	0.5585946832030726	0.0	0.7504	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.5661810877956922	10000.0		
8.0		23.0	0.8774	0.3141284924519213		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			32	False		64.0	basic						0.4					50.0			[1, 2, 3, 4, 5]	134.0		316.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4437.54	3963.0	5889.0	3217.0	7975.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.00013970021504872412	adam	10.0	+accuracy	0.97415	4437.54	756.0	32.0	3963.0	0.0	3217.0	7975.0	0.09421311887784507	0.0	0.8762	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.3149422856071327	10000.0		
9.0		2.0	0.8668	0.3931487057405182		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			11	False		64.0	basic						0.4					50.0			[1, 2, 3]	196.0		119.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4430.156	4579.0	7385.0	5621.0	4017.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.006970096574889789	adam	10.0	+accuracy	1.0	4430.156	259.0	11.0	4579.0	7385.0	11.0	4017.0	2.9098382368445776e-05	0.0	0.8636	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5683907866477966	10000.0		
10.0		45.0	0.7246	0.6199312753315214		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			49	False		64.0	basic						0.0					50.0			[1, 2, 3]	268.0		168.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4429.2840000000015	10151.0	8533.0	10403.0	5319.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	7.3614137811771665e-06	adam	10.0	+accuracy	0.73735	4429.2840000000015	1107.0	49.0	11.0	8533.0	10403.0	5319.0	0.6144036450705971	0.0	0.7244	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6198354355896576	10000.0		
11.0		7.0	0.8372	0.8512398958960666		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			16	False		64.0	basic						0.1					50.0			[1, 2, 3, 4]	423.0		101.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4433.5920000000015	10151.0	10905.0	7327.0	4765.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.02987079202733443	adam	10.0	+accuracy	0.9835	4433.5920000000015	450.0	16.0	10151.0	10905.0	3445.0	4765.0	0.053304051757215885	0.0	0.8218	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4069155447090729	10000.0		
12.0		23.0	0.7252	0.6055717392812802		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			32	False		64.0	basic						0.2					50.0			[1, 2, 3, 4, 5]	297.0		101.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4435.2040000000015	10151.0	10905.0	7327.0	4999.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	7.825006143582862e-06	adam	10.0	+accuracy	0.73345	4435.164000000002	856.0	32.0	10151.0	3499.0	3445.0	4765.0	0.5989966918104372	0.0	0.7248	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.6051265801055522	10000.0		
13.0		1.0	0.8909999999999999	0.2841994359712057		False	20000	True	single_id	just_spaces	semisupervised_text_classification_json			10	False		64.0	basic						0.1					50.0			[1, 2, 3, 4]	136.0		484.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier		4430.6759999999995	10497.0	9685.0	4429.0	9591.0					s3://suching-dev/final-datasets/imdb/train_pretokenized.jsonl	0.0	0.5	2.0	reduce_on_plateau	50.0	1.0	0.0038076051367030212	adam	10.0	+accuracy	1.0	4430.6759999999995	246.00000000000003	10.0	10497.0	9685.0	4429.0	9591.0	4.107021866515041e-05	0.0	0.8838	s3://suching-dev/final-datasets/imdb/dev_pretokenized.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	0.9257466966592812	10000.0		
