Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.archive_file	model.input_embedder.token_embedders.elmo.bos_eos_tokens	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.remove_bos_eos	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size
32	2	0.8107798165137615	0.4889879407627242	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	11	False	32	basic	0.0	['meanpool']	True	449	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2547.0	831	1007	1465	841	1061	1075	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0016698973471952795	adam	10	+accuracy	0.9997109826589596	2546.992	114.0	11	831	603	753	841	585	163	1109	655	0.0009255489883815637	0	0.7947247706422018	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	2.4339780850069865	10000
33	29	0.7098623853211009	0.5739465558103153	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	38	False	32	basic	0.2	['attention']	True	173	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2528.624	831	1027	1465	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.737669625829361e-06	adam	10	+accuracy	0.6949421965317919	2528.616	389.0	38	831	603	753	841	10	0	1109	655	0.5964039196067142	0	0.7098623853211009	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5738385234560285	10000
34	1	0.8279816513761468	0.5191024480653661	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.1	['attention final_state maxpool meanpool']	True	162	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2519.752	1115	991	923	853	1215	1127	609	647		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.015140776332303676	adam	10	+accuracy	1.0	2519.752	74.0	10	1115	991	923	853	1215	1127	609	647	0.000398609817268387	0	0.8038990825688074	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.8979924716321488	10000
35	0	0.5424311926605505	0.691243629370417	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	9	False	32	basic	0.4	['meanpool attention']	True	326	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2525.448	715	1027	1335	821	709	615	737	649		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.1293818518076799e-06	adam	10	+accuracy	0.5413294797687861	2525.444	71.0	9	715	1027	1335	821	709	615	737	649	0.6877178511311931	0	0.5194954128440367	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6868471418108258	10000
36	10	0.7878440366972477	0.4813763499259949	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	19	False	32	basic	0.3	['attention']	True	88	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2518.992	801	1027	1465	841	1061	737	637	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0002064490210390869	adam	10	+accuracy	0.888728323699422	2518.992	158.0	19	771	1007	1465	841	1061	737	637	1409	0.2674376421397732	0	0.7821100917431193	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5009996821837766	10000
37	35	0.6903669724770642	0.9348577154534204	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	44	False	32	basic	0.4	['maxpool attention meanpool']	True	488	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2578.496	1077	697	1069	1459	1257	869	629	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.03182527078299871	adam	10	+accuracy	0.9569364161849708	2578.496	624.0	44	0	0	0	1459	0	0	0	0	0.14404541581937794	0	0.6903669724770642	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.9902285688689776	10000
38	0	0.5172018348623854	0.6928175964525768	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	9	False	32	basic	0.0	['attention final_state meanpool maxpool']	True	234	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2530.092	831	1007	753	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0560271108827202e-06	adam	10	+accuracy	0.5219653179190752	2530.084	83.0	9	831	603	753	841	1061	737	1109	655	0.6894041255871821	0	0.5103211009174312	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6896907793624061	10000
39	4	0.7970183486238532	0.4589147599680083	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	13	False	32	basic	0.3	['final_state meanpool attention maxpool']	True	320	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2536.424	791	1027	1399	841	1061	737	637	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00026150668316451763	adam	10	+accuracy	0.9296242774566474	2536.424	119.0	13	791	957	1399	841	1061	737	637	1409	0.1765953229766013	0	0.786697247706422	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6237200849822591	10000
40	1	0.8096330275229358	0.4252763060586793	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.3	['maxpool final_state meanpool']	True	313	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2536.732	837	845	1169	853	749	1127	855	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0008827431152588038	adam	10	+accuracy	0.9975433526011559	2536.732	98.0	10	837	845	887	851	749	1127	609	647	0.011179407328916586	0	0.7993119266055045	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.3084527211529868	10000
41	8	0.7775229357798165	0.9084780045918056	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	17	False	32	basic	0.3	['meanpool attention maxpool final_state']	True	501	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2557.752	831	1007	1465	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.022584731817228358	adam	10	+accuracy	0.9979768786127168	2557.752	191.0	17	831	1007	719	841	1061	737	1109	1409	0.009209285026699442	0	0.7694954128440367	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.4819933335695947	10000
42	16	0.6674311926605505	0.6098048239946365	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	25	False	32	basic	0.1	['meanpool attention']	True	138	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2525.8920000000007	1309	1079	923	853	1279	1127	855	657		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.913250927479207e-06	adam	10	+accuracy	0.6631502890173411	2525.8920000000007	216.0	25	1245	1079	713	599	1279	647	635	657	0.6229388796239405	0	0.6674311926605505	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6071259485823768	10000
43	1	0.8245412844036697	0.4728459939360618	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.2	['final_state maxpool attention meanpool']	True	443	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2528.424	715	1027	1335	821	709	615	737	649		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00471533935955147	adam	10	+accuracy	1.0	2528.42	82.0	10	715	1027	1335	821	709	615	737	649	0.00013813500030798845	0	0.8199541284403671	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.9213247166148253	10000
44	10	0.75	0.5364591926336288	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	19	False	32	basic	0.1	['meanpool final_state attention']	True	274	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2551.164	831	1057	1465	851	1061	1075	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	9.87479001302954e-06	adam	10	+accuracy	0.7276011560693642	2551.164	207.0	19	831	611	1125	851	589	1075	789	669	0.5471960237498656	0	0.7454128440366973	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.5335082528846604	10000
45	9	0.7672018348623854	0.4920022221548216	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	18	False	32	basic	0.4	['attention']	True	169	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2516.94	831	611	1125	851	1061	1077	1109	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	9.047176213777195e-05	adam	10	+accuracy	0.7991329479768786	2516.94	119.0	18	741	611	1125	851	365	1077	855	683	0.4363432970189828	0	0.7626146788990825	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4986549839377403	10000
46	13	0.6628440366972477	0.6164709499904087	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	22	False	32	basic	0.2	['meanpool final_state']	True	383	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2569.228	1179	991	1169	853	1215	1127	1109	683		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.405971795558776e-06	adam	10	+accuracy	0.6605491329479769	2569.228	267.0	22	1051	991	923	853	1215	1127	609	647	0.6235657238191173	0	0.6605504587155964	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6084321226392474	10000
47	17	0.5699541284403671	0.6794674375227522	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	26	False	32	basic	0.0	['attention']	True	471	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2547.64	831	1027	1465	841	1061	737	1109	1409		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.8288580594476639e-06	adam	10	+accuracy	0.5628612716763006	2547.64	269.0	26	831	10	719	841	1061	737	1109	0	0.6801675972850642	0	0.5699541284403671	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.6790869257279805	10000
48	3	0.8119266055045872	0.4583161201860224	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	12	False	32	basic	0.3	['maxpool attention final_state meanpool']	True	109	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2521.324	617	1079	599	599	1257	869	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0007209854674835256	adam	10	+accuracy	0.9877167630057804	2521.324	89.0	12	617	669	599	0	1257	869	619	925	0.04072160519711021	0	0.7889908256880734	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	1.0908445747835296	10000
49	16	0.7672018348623854	0.4872931188770703	False	6919		True	single_id	just_spaces	semisupervised_text_classification_json	25	False	32	basic	0.3	['attention']	True	500	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	2558.964	637	1079	1067	1383	1257	869	635	925		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.970357680908258e-05	adam	10	+accuracy	0.8015895953757225	2558.964	269.0	25	637	697	1067	1383	1257	869	619	599	0.4242912651756392	0	0.7649082568807339	/home/suching/reproducibility/data/sst2/dev.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4861862489155361	10000
0	14	0.8761467889908257	0.7745635106361338	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	23	False	32	basic	0.0	['meanpool attention']	True	234	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4175.116	2449	1957	2319	2351	2635	2635	2403	2487		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.002456002740783017	adam	10	+accuracy	1.0	4175.116	637.0	23	2245	1957	2319	1719	2561	2635	1891	2487	0.00012443313366531774	0	0.8681192660550459	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.8350662255792746	10000
1	12	0.8635321100917431	0.35179621247308596	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	21	False	32	basic	0.4	['final_state maxpool attention']	True	67	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.584	2345	3099	2703	2891	2785	2749	3005	2905		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00038533795805208566	adam	10	+accuracy	0.9518786127167628	4174.584	544.0	21	2345	2737	2329	2889	2679	2749	10	2905	0.14039452827196516	0	0.8623853211009175	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3596771133265325	10000
2	1	0.8486238532110092	0.3539469497544425	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	10	False	32	basic	0.2	['final_state meanpool maxpool attention']	True	190	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.672000000001	2247	1987	1955	3411	2791	2635	1929	2953		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00027985752323775705	adam	10	+accuracy	0.9897398843930636	4174.672000000001	294.0	10	1957	1959	1955	3411	2791	2635	1929	2953	0.03150732721704217	0	0.8371559633027523	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.7773743396891015	10000
3	10	0.8727064220183486	0.3818257690540382	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	19	False	32	basic	0.4	['attention meanpool final_state']	True	126	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.364000000001	2345	3071	2675	2705	2757	2869	2977	2905		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00024376579215189457	adam	10	+accuracy	0.9893063583815028	4174.364000000001	496.00000000000006	19	2345	2277	2675	2705	2677	2749	2457	2903	0.057507946889864686	0	0.8658256880733946	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3976445647754839	10000
4	15	0.5802752293577982	0.6754227748938969	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	24	False	32	basic	0.0	['final_state maxpool meanpool']	True	195	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.28	2779	3071	1495	3421	2207	2841	2977	2875		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.335507502443121e-06	adam	10	+accuracy	0.5988439306358382	4174.28	661.0	24	1733	3071	1495	2703	2207	2841	2977	2875	0.6766717576760849	0	0.5802752293577982	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.6749371992690223	10000
5	31	0.7029816513761468	0.6363479729209628	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	40	False	32	basic	0.4	['attention']	True	332	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4175.072	2247	1987	2319	3437	2791	2635	1957	2953		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3411735636419422e-06	adam	10	+accuracy	0.6625722543352601	4175.072	1033.0	40	1957	1959	1955	2901	2791	2635	0	2035	0.6471405056764453	0	0.7029816513761468	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.6358658628804343	10000
6	10	0.7844036697247706	0.5330114779727799	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	19	False	32	basic	0.0	['final_state maxpool meanpool attention']	True	337	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.04	2477	1957	2319	1719	2605	2635	2375	2951		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.119967471372508e-06	adam	10	+accuracy	0.7838150289017342	4174.04	506.00000000000006	19	2247	1957	2319	1719	2561	2635	10	2951	0.5411954446597034	0	0.7821100917431193	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5234253725835255	10000
7	7	0.8715596330275229	0.7278556634805032	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	16	False	32	basic	0.1	['maxpool']	True	422	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4173.624	2449	1605	1733	2323	2605	2051	2375	2905		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.003972530777711585	adam	10	+accuracy	1.0	4173.624	477.00000000000006	16	2449	1605	1733	2323	2605	2051	2375	2487	0.00022977564380877578	0	0.8635321100917431	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.9311086679143564	10000
8	7	0.8623853211009175	0.373396173119545	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	16	False	32	basic	0.0	['maxpool']	True	100	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.588	1985	1959	1955	2901	2793	2635	0	2035		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0011646795230332474	adam	10	+accuracy	0.9989884393063584	4174.588	427.0	16	0	1959	0	2901	2793	0	0	2035	0.025254929927499614	0	0.856651376146789	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.40088262781500816	10000
9	13	0.8325688073394495	0.4164094137293952	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	22	False	32	basic	0.4	['final_state maxpool meanpool attention']	True	482	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4177.404	2345	3071	2703	2705	2785	2869	2977	2905		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0516989067078976e-05	adam	10	+accuracy	0.9102601156069364	4177.404	680.0	22	2345	2277	2675	2705	2677	2749	2457	2905	0.22960619120279216	0	0.8314220183486238	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4213543595480068	10000
10	8	0.8119266055045872	0.4085697228355067	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	17	False	32	basic	0.3	['final_state attention']	True	94	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4174.335999999998	2345	2753	2331	2891	2707	2777	2457	2905		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.830502050041242e-05	adam	10	+accuracy	0.8351156069364162	4174.335999999998	443.0	17	2345	2753	2331	2891	2605	2667	1895	2905	0.3804863003267121	0	0.8096330275229358	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3997650534978935	10000
11	4	0.8646788990825688	0.4114845756973539	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	13	False	32	basic	0.0	['final_state maxpool']	True	129	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4175.0920000000015	2247	1957	2319	1719	2561	2635	1891	2515		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0038644530247607055	adam	10	+accuracy	1.0	4175.0920000000015	351.0	13	2245	1957	2319	1719	2561	2635	1891	10	0.00037485005737449717	0	0.8428899082568807	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.9613367108894246	10000
12	11	0.8119266055045872	0.4278324001601764	False	6919	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	20	False	32	basic	0.4	['final_state']	True	139	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	4172.528	2449	2753	1733	2323	2605	2051	2375	2933		/home/suching/reproducibility/data/sst2/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3652964653333872e-05	adam	10	+accuracy	0.8300578034682081	4172.528	575.0	20	2449	1605	1733	2323	2605	2051	2375	2487	0.38864898757176464	0	0.8096330275229358	/home/suching/reproducibility/data/sst2/dev.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4273707611220224	10000
