Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	epoch	iterator.batch_size	iterator.type	model.dropout	model.encoder	model.encoder.aggregations	model.encoder.architecture.averaged	model.encoder.architecture.bidirectional	model.encoder.architecture.embedding_dim	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.ngram_filter_sizes	model.encoder.architecture.num_filters	model.encoder.architecture.num_layers	model.encoder.architecture.output_dim	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.input_embedder.token_embedders.tokens.type	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss
358	13	0.3633060853769301	1.4205558101336162	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.4		maxpool		True		489.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2564.192	1419	1237	757	1169	871	1403	997	1335	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.7262142532604404e-05	adam	10	+accuracy	0.3737125468164794	2564.192	195.0	22	677	1237	757	765	793	1403	297	773	1.4268943222601025	0	0.35967302452316074	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4174888862503898
359	22	0.3106267029972752	1.5389654835065203	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	31	64	basic	0.2		attention		True		252.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2549.328	937	1205	783	877	989	933	929	1421	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	8.934208975144775e-06	adam	10	+accuracy	0.32443820224719105	2549.328	199.0	31	731	823	611	783	841	915	929	805	1.5397673222556043	0	0.3097184377838329	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5384746723704867
360	8	0.4232515894641235	1.4061218036545649	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.0		attention		True		468.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2562.4120000000003	937	1205	1359	847	989	1081	899	1421	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0002966504451358833	adam	10	+accuracy	0.6069756554307116	2562.4120000000003	143.0	17	937	1205	783	847	955	893	833	1421	0.9401776296878928	0	0.40508628519527706	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5165109435717266
361	12	0.26975476839237056	1.5869171486960516	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.4			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.084	573	573	573	573	573	573	573	571	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.5042939393293285e-05	adam	10	+accuracy	0.2686095505617977	2534.084	76.0	21	10	573	573	571	573	531	573	571	1.5939086826879587	0	0.2661217075386013	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5859014391899109
362	1	0.3987284287011808	1.4300376044379342	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.4					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	494.0		371.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2542.144	679	651	603	769	665	697	715	677	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.005656868177878618	adam	10	+accuracy	0.90625	2542.144	58.00000000000001	10	679	10	603	769	665	697	715	677	1.2844606907760252	0	0.36693914623069934	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	28.83148309919569
363	2	0.39509536784741145	1.5037085811297102	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.4		meanpool		True		243.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2546.188	771	1239	1163	781	659	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.021321713292704384	adam	10	+accuracy	0.9884129213483146	2546.188	75.0	11	771	1239	701	755	659	921	949	961	0.032315149805995064	0	0.3778383287920072	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	6.74738950199551
364	2	0.33424159854677565	1.8080155783229404	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.3		attention		True		271.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.708	767	823	749	783	841	915	929	841	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04173888259613879	adam	10	+accuracy	0.9681647940074908	2538.708	57.0	11	767	685	749	0	715	423	733	841	0.0957135060218288	0	0.3115349682107175	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	4.3436126708984375
365	8	0.4268846503178928	1.3954982890023129	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.3		meanpool		True		414.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2543.984	1483	1173	757	1169	819	1149	853	1335	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0004884961596699156	adam	10	+accuracy	0.6438436329588015	2543.984	98.0	17	1483	1173	713	1169	819	1149	853	715	0.8747481503593388	0	0.4141689373297003	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5178319811820984
366	12	0.3405994550408719	1.5530443920029535	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.1												linear					bag_of_word_counts	classifier	2538.652	569	569	569	569	567	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.807684009829117e-05	adam	10	+accuracy	0.4205290262172285	2538.652	1575.0	21	567	567	567	569	567	569	569	569	1.5181760165228773	0	0.3405994550408719	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5516397886806064
367	5	0.3060853769300636	1.5850880609618292	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.1		attention		True		449.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2547.464	737	733	1113	757	777	725	661	825	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.7434215178411058e-06	adam	10	+accuracy	0.28710205992509363	2547.46	87.0	14	659	733	1113	757	741	725	661	825	1.5791507941573413	0	0.27883742052679383	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5792773167292278
368	12	0.2661217075386013	1.6042794320318434	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.3												linear					bag_of_word_counts	classifier	2528.292	569	569	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.5910176189348908e-06	adam	10	+accuracy	0.27153558052434457	2528.288	1538.0	21	569	569	569	569	0	0	569	569	1.6032789643131085	0	0.2633969118982743	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6040147211816576
369	1	0.3805631244323343	1.4011201792293124	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.3					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	323.0		284.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2537.32	647	595	689	753	715	631	689	693	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.00035665998360311514	adam	10	+accuracy	0.9937968164794008	2537.32	53.0	10	10	10	689	753	715	631	689	693	0.0837220949635132	0	0.3787465940054496	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.8083342313766482
370	27	0.2488646684831971	1.611427320374383	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	36	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.388	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.058610665398347e-05	adam	10	+accuracy	0.24344569288389514	2533.388	135.0	36	573	0	573	573	573	501	573	0	1.6102879928119147	0	0.2488646684831971	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6113230718506708
371	5	0.262488646684832	1295.9921307033962	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.0					50.0			[1, 2, 3, 4, 5]	113.0		432.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2537.452	723	667	613	741	697	701	707	661	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.08077104224388232	adam	10	+accuracy	0.2727059925093633	2537.448	59.00000000000001	14	723	667	613	741	697	701	707	529	1.58455537148376	0	0.2506811989100817	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1097.0273594856262
372	12	0.2633969118982743	1.5718955794970195	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	21	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.216	573	573	573	571	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.367690675786353e-05	adam	10	+accuracy	0.25819288389513106	2534.216	82.0	21	573	573	573	571	573	573	573	573	1.5829022669080477	0	0.2633969118982743	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5706736975246005
373	1	0.4196185286103542	1.320458670457204	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.008	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.010010983400953785	adam	10	+accuracy	0.9922752808988764	2533.924	45.0	10	573	573	573	573	10	573	573	573	0.042321162479026106	0	0.35603996366939145	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.9964945514996852
374	8	0.3878292461398729	1.4149072302712336	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.1		maxpool		True		144.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.9320000000002	1419	1173	1237	1169	641	787	853	1335	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.633991196914463e-05	adam	10	+accuracy	0.3996956928838951	2536.9320000000002	86.0	17	1419	1111	757	1169	641	787	853	165	1.3919667681651329	0	0.3841961852861036	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4044780333836873
375	0	0.3805631244323343	1.4300722281138103	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	9	64	basic	0.1												linear					bag_of_word_counts	classifier	2543.788	569	569	567	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0193597354067478	adam	10	+accuracy	0.955875468164794	2543.78	718.0	9	569	569	567	567	569	569	569	569	0.1821956399883797	0	0.35149863760217986	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.0489558246400623
376	16	0.3732970027247957	1.439464933342404	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	25	64	basic	0.0			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.592	573	573	573	573	573	571	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0005578120926493786	adam	10	+accuracy	0.4280196629213483	2536.592	98.0	25	573	573	573	573	573	0	571	10	1.393395373180731	0	0.37148047229791104	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4368927942381964
377	13	0.2334241598546776	1.5995470484097798	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.672	571	573	573	571	573	573	571	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.0871070926759864e-05	adam	10	+accuracy	0.21196161048689136	2533.672	87.0	22	571	573	10	571	573	573	571	573	1.6096468861423316	0	0.23069936421435056	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5987082521120708
378	39	0.29427792915531337	1.6008293761147394	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	48	64	basic	0.2		final_state		True		462.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2571.968	897	1239	1171	781	805	1123	1193	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04341825267128678	adam	10	+accuracy	0.35311329588014984	2571.968	388.0	48	10	1239	1171	0	727	1123	861	773	1.4798845826689877	0	0.28792007266121705	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6004794703589544
379	2	0.4205267938237965	1.3961277339193556	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	11	64	basic	0.0		attention		True		190.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2536.84	937	1205	783	877	989	933	929	675	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.001037602074605094	adam	10	+accuracy	0.8499531835205992	2536.84	56.0	11	717	763	0	601	781	933	929	663	0.44091569610051257	0	0.39146230699364215	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.275500535964966
380	8	0.3723887375113533	1.8786456717385187	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	17	64	basic	0.2												linear					bag_of_word_counts	classifier	2528.768	1120	1118	569	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.017254646595917706	adam	10	+accuracy	0.9456928838951312	2528.768	1283.0	17	569	569	569	569	569	569	569	569	0.205768830462623	0	0.3642143505903724	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.9861429135004682
381	20	0.3024523160762943	1.5568925274742975	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	29	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2534.076	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	9.5596478795624e-05	adam	10	+accuracy	0.30512640449438205	2534.076	115.0	29	571	573	573	573	573	573	573	0	1.5542615136103843	0	0.3006357856494096	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5566843549410505
382	13	0.2652134423251589	1.572280685106913	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	22	64	basic	0.3		attention		True		383.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.968	937	1205	783	877	989	933	929	1421	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.633776787533019e-06	adam	10	+accuracy	0.2766853932584269	2544.964	118.0	22	717	763	783	541	781	933	929	663	1.5705157162538217	0	0.2652134423251589	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5715648134549458
383	1	0.3905540417801998	1.4426836570103962	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7]	166.0		459.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2541.26	691	651	635	705	655	641	715	677	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.006648179065965257	adam	10	+accuracy	0.9968398876404494	2541.256	48.0	10	691	651	10	705	655	493	693	10	0.012828081457027749	0	0.3478655767484105	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	7.285711553361682
384	11	0.2615803814713896	1.5867011811998155	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.2		maxpool		True		133.0	50.0			1.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.848	897	1239	967	757	675	645	1193	747	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.414132357071348e-06	adam	10	+accuracy	0.27762172284644193	2538.844	97.0	20	897	1239	10	669	635	645	739	719	1.5817800706891871	0	0.2615803814713896	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5855810509787664
385	1	0.36693914623069934	1.9690910644001431	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.0												linear					bag_of_word_counts	classifier	2529.252	569	569	569	569	569	567	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.04979902610421252	adam	10	+accuracy	0.9974250936329588	2529.252	785.0	10	569	569	569	569	569	567	569	569	0.03534135702691639	0	0.3469573115349682	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	2.816624820232392
386	11	0.4014532243415077	1.3562490344047546	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.0		maxpool		True		231.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2544.856	845	1237	757	765	871	1403	997	773	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0001465875291023095	adam	10	+accuracy	0.4897003745318352	2544.856	135.0	20	349	513	757	765	793	1403	645	773	1.1994655759476904	0	0.3960036330608538	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.3548204898834229
387	14	0.3805631244323343	1.401511503590478	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	23	64	basic	0.0					50.0			[1, 2, 3, 4, 5, 6, 7, 8, 9]	509.0		169.0	cnn	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2541.636	709	683	647	721	687	741	695	667	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.386813182810264e-05	adam	10	+accuracy	0.4509597378277154	2541.636	112.0	23	0	0	0	721	687	0	0	0	1.3250345454287171	0	0.3696639418710264	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.401437673303816
388	11	0.3178928247048138	1.5454959869384766	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2532.96	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000167745185148582	adam	10	+accuracy	0.31624531835205993	2532.96	78.0	20	573	18	573	0	573	571	573	171	1.5392867540245625	0	0.3169845594913715	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5431412590874567
389	6	0.3814713896457766	1.4666441612773469	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	15	64	basic	0.1												linear					bag_of_word_counts	classifier	2529.884	569	569	567	569	569	569	569	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0005330326593805814	adam	10	+accuracy	0.6169241573033708	2529.884	1153.0	15	569	567	567	567	569	569	569	569	1.2390635360532731	0	0.3796548592188919	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.451658222410414
390	11	0.28065395095367845	1.5693093008465238	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.488	573	573	573	571	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.044131191036643e-05	adam	10	+accuracy	0.2752808988764045	2533.488	78.0	20	571	571	10	0	571	397	573	573	1.5689534251369648	0	0.27974568574023617	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5684203571743436
391	21	0.3006357856494096	1.5631919304529829	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.2			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2532.96	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.866325499773659e-05	adam	10	+accuracy	0.29389044943820225	2532.96	111.0	30	499	573	573	0	573	0	553	573	1.5630083875869638	0	0.2997275204359673	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.5630612307124667
392	21	0.41053587647593104	1.3482861783769395	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	30	64	basic	0.1			True		50.0							boe	seq2vec	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2533.56	573	573	573	573	573	573	573	573	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0011133264005498934	adam	10	+accuracy	0.5514981273408239	2533.56	119.0	30	571	573	573	573	573	573	21	523	1.1691053687636532	0	0.4087193460490463	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.34762622250451
393	1	0.4141689373297003	1.3511124783092074	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	10	64	basic	0.2		attention		True		146.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2538.576	897	1239	967	757	675	921	1193	733	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.012407979711581005	adam	10	+accuracy	0.996371722846442	2538.576	67.0	10	859	1239	967	757	675	637	1193	717	0.0134609441008808	0	0.3723887375113533	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	5.410847028096516
394	5	0.2452316076294278	1.6071854498651292	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	14	64	basic	0.3												linear					bag_of_word_counts	classifier	2530.572	1114	569	569	569	569	569	567	569	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.3557245505961053e-06	adam	10	+accuracy	0.2449672284644195	2530.572	1077.0	14	1114	569	569	569	569	10	567	569	1.6060325672377402	0	0.2425068119891008	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.6066286100281608
395	11	0.3533151680290645	1.4511272973484464	False	8543	True	single_id	just_spaces	semisupervised_text_classification_json	20	64	basic	0.2		final_state		True		264.0	50.0			2.0		lstm	seq2seq	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True		classifier	2552.6479999999997	835	1239	1163	781	659	921	949	961	/home/suching/reproducibility/data/sst/train.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.6611154181122328e-05	adam	10	+accuracy	0.3629447565543072	2552.644	131.0	20	699	1239	725	755	659	921	949	701	1.4591358766626956	0	0.3505903723887375	/home/suching/reproducibility/data/sst/dev.jsonl	False		True	single_id	just_spaces	semisupervised_text_classification_json	1.4454288482666016
