Unnamed: 0	best_epoch	best_validation_accuracy	best_validation_loss	dataset_reader.lazy	dataset_reader.sample	dataset_reader.token_indexers.elmo.type	dataset_reader.token_indexers.tokens.lowercase_tokens	dataset_reader.token_indexers.tokens.type	dataset_reader.tokenizer.word_splitter	dataset_reader.type	embedding	epoch	evaluate_on_test	iterator.batch_size	iterator.type	model.dropout	model.encoder.aggregations	model.encoder.architecture.bidirectional	model.encoder.architecture.hidden_size	model.encoder.architecture.input_size	model.encoder.architecture.num_layers	model.encoder.architecture.type	model.encoder.type	model.input_embedder.token_embedders.elmo.archive_file	model.input_embedder.token_embedders.elmo.bos_eos_tokens	model.input_embedder.token_embedders.elmo.dropout	model.input_embedder.token_embedders.elmo.remove_bos_eos	model.input_embedder.token_embedders.elmo.requires_grad	model.input_embedder.token_embedders.elmo.type	model.input_embedder.token_embedders.tokens.embedding_dim	model.input_embedder.token_embedders.tokens.pretrained_file	model.input_embedder.token_embedders.tokens.trainable	model.type	peak_cpu_memory_MB	peak_gpu_0_memory_MB	peak_gpu_1_memory_MB	peak_gpu_2_memory_MB	peak_gpu_3_memory_MB	peak_gpu_4_memory_MB	peak_gpu_5_memory_MB	peak_gpu_6_memory_MB	peak_gpu_7_memory_MB	test_data_path	train_data_path	trainer.cuda_device	trainer.learning_rate_scheduler.factor	trainer.learning_rate_scheduler.patience	trainer.learning_rate_scheduler.type	trainer.num_epochs	trainer.num_serialized_models_to_keep	trainer.optimizer.lr	trainer.optimizer.type	trainer.patience	trainer.validation_metric	training_accuracy	training_cpu_memory_MB	training_duration	training_epochs	training_gpu_0_memory_MB	training_gpu_1_memory_MB	training_gpu_2_memory_MB	training_gpu_3_memory_MB	training_gpu_4_memory_MB	training_gpu_5_memory_MB	training_gpu_6_memory_MB	training_gpu_7_memory_MB	training_loss	training_start_epoch	validation_accuracy	validation_data_path	validation_dataset_reader.lazy	validation_dataset_reader.sample	validation_dataset_reader.token_indexers.elmo.type	validation_dataset_reader.token_indexers.tokens.lowercase_tokens	validation_dataset_reader.token_indexers.tokens.type	validation_dataset_reader.tokenizer.word_splitter	validation_dataset_reader.type	validation_loss	vocabulary.max_vocab_size
26	21	0.9302	0.19904043879124186	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	30	False	64	basic	0.1	['attention meanpool']	True	325	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12190.172	5559	8029	5411	7213						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.712767228397908e-05	adam	10	+accuracy	0.9605648744771692	12190.172	17259.0	30	5559	7937	5411	3479					0.1184303348922338	0	0.93	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.19904293784800964	10000
27	1	0.2556	2.1499942269506334	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	10	False	64	basic	0.3	['attention meanpool maxpool final_state']	True	278	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12204.136	3587	0	4313	5299						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.03276772610692316	adam	10	+accuracy	0.25335872485847705	12204.136	6702.0	10	3587	0	3503	5299					1.63849095702503	0	0.25	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	1.4536436916906623	10000
28	5	0.93	0.22911578959113435	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	14	False	64	basic	0.1	['meanpool final_state']	True	108	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12169.376	5559	7937	5493	3479						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000772339751028591	adam	10	+accuracy	0.9962695327785459	12169.376	8154.000000000001	14	5559	2301	5493	3479					0.011263610008284118	0	0.926	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3805777223992951	10000
29	12	0.9336	0.4115761134514137	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	21	False	64	basic	0.2	['meanpool final_state attention maxpool']	True	481	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12266.672	7195	0	5443	5653						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0004917855663697573	adam	10	+accuracy	0.998069548430856	12266.672	14008.0	21	7195	0	5443	5653					0.003907563892506948	0	0.932	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5137223337505814	10000
30	19	0.9264	0.2305271415204941	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	28	False	64	basic	0.0	['maxpool attention']	True	69	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12176.692	7163	0	6883	4913						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.02861361725883804	adam	10	+accuracy	0.9451125661962276	12176.692	15865.000000000002	28	7163	0	6883	4913					0.15542090661475474	0	0.9244	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.23004429287548306	10000
31	4	0.9302	0.2210634663418124	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.1	['final_state attention maxpool']	True	105	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12185.803999999998	7257	0	3419	5703						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0004646924730537284	adam	10	+accuracy	0.994869520604527	12185.803999999998	7826.000000000001	13	7257	0	3419	5703					0.014548858197516844	0	0.9248	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.42160200803906106	10000
32	23	0.9228	0.227921402435514	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	32	False	64	basic	0.1	['maxpool meanpool final_state attention']	True	258	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12200.756	6809	0	4985	3515						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	1.395752131462594e-05	adam	10	+accuracy	0.9475386742493414	12200.756	19026.0	32	3565	0	4985	3515					0.14847987597527346	0	0.9226	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2280350779242153	10000
33	3	0.928	0.23486958363954025	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	12	False	64	basic	0.1	['attention maxpool final_state']	True	393	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12268.596	7009	4208	7231	5413						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.5611785533085555e-05	adam	10	+accuracy	0.9909651388272942	12268.596	8623.0	12	7009	4208	7231	5413					0.02766902979285056	0	0.923	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3803620969381514	10000
34	3	0.9256	0.23471891847026505	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	12	False	64	basic	0.3	['maxpool']	True	244	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12203.824	6207	0	5353	6369						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.675206793602847e-05	adam	10	+accuracy	0.9889651214358386	12203.824	7749.000000000001	12	6207	0	5353	5703					0.031935453107585735	0	0.9226	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.3677376471931421	10000
35	32	0.9142	0.2409739999831477	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	41	False	64	basic	0.3	['maxpool final_state attention']	True	316	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12197.883999999998	7257	0	5497	5703						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	4.597431749557428e-06	adam	10	+accuracy	0.9190427742849938	12197.883999999998	24856.0	41	7257	0	3465	3459					0.2262028848371973	0	0.9142	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.24078159288892265	10000
36	5	0.9266	0.22033428740275052	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	14	False	64	basic	0.2	['attention meanpool']	True	127	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12182.536	7163	0	6907	4913						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	6.624737111423729e-05	adam	10	+accuracy	0.9675301524361082	12182.536	8465.0	14	0	0	6907	4913					0.09522657256633556	0	0.9252	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.25180238730545285	10000
37	4	0.9338	0.19896379669633094	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.3	['maxpool']	True	463	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12261.996	6855	8117	5353	6369						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000656829421292467	adam	10	+accuracy	0.9972695414742736	12261.996	8986.0	13	6855	8117	5353	6369					0.007142474145541574	0	0.9332	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4136145665204223	10000
38	11	0.8878	0.3379666897692258	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	20	False	64	basic	0.2	['meanpool attention']	True	70	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12183.3	3383	1917	7231	5537						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.408632798042145e-06	adam	10	+accuracy	0.883512030539396	12183.3	11821.0	20	3383	0	6883	3789					0.33919345851599936	0	0.8868	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.33460517340823065	10000
39	4	0.9348	0.20190787725622145	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.0	['meanpool']	True	421	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12247.784	5677	0	5443	3585						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.002649425319657157	adam	10	+accuracy	0.9973825859355301	12247.784	8571.0	13	5665	0	5443	3585					0.006084704672260563	0	0.9274	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.5121382118874713	10000
40	6	0.9236	0.2468234407185	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	15	False	64	basic	0.0	['attention']	True	218	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12193.376	7257	0	3465	3585						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.197793275610741e-05	adam	10	+accuracy	0.9692519065383176	12193.376	9330.0	15	3499	0	3465	3585					0.08902688470602235	0	0.9194	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2747882445213161	10000
41	4	0.9372	0.22686881982261625	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.0	['meanpool maxpool final_state attention']	True	179	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12185.924	5445	0	7081	3667						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.000749871624562602	adam	10	+accuracy	0.9972869329298516	12185.924	7948.000000000001	13	5445	0	7081	3667					0.007545145028373786	0	0.9298	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4251728946272331	10000
42	33	0.2816	1.3806725514085991	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	42	False	64	basic	0.4	['attention maxpool final_state meanpool']	True	393	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12268.268	7195	8029	7081	3667						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.08459127295767711	adam	10	+accuracy	0.2623935860311829	12268.268	27819.0	42	5545	0	5411	3667					1.3833885910647672	0	0.2692	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	1.3799958153616023	10000
43	4	0.9304	0.21862125019483927	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	13	False	64	basic	0.2	['maxpool final_state meanpool']	True	186	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12190.516	3499	0	5443	6905						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0061087373117591605	adam	10	+accuracy	0.9898868685814659	12190.516	7916.000000000001	13	3499	0	5443	3585					0.028700572300744312	0	0.9194	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.44706295694731457	10000
44	16	0.914	0.2404441976849037	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	25	False	64	basic	0.0	['meanpool maxpool final_state']	True	212	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12191.408	5407	0	3503	5783						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	5.9794937854360135e-06	adam	10	+accuracy	0.9174775432829848	12191.408	14616.000000000002	25	3587	0	3503	5299					0.2305647220729985	0	0.9138	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2398840475685989	10000
45	7	0.9294	0.30392100275317324	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	16	False	64	basic	0.4	['meanpool attention final_state maxpool']	True	429	1074	2	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12252.764	8009	0	3661	5299						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0038593178039173256	adam	10	+accuracy	0.9967477978069376	12252.764	10585.0	16	8009	0	3661	5299					0.008446455494565625	0	0.9226	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.7653451948603497	10000
46	17	0.9144	0.23790556965749474	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	26	False	64	basic	0.0	['attention maxpool']	True	415	1074	3	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12279.896	8009	0	5353	6369						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.666799335391732e-06	adam	10	+accuracy	0.9254515256654404	12279.896	18017.0	26	8009	0	5353	6369					0.20962133303566585	0	0.914	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2376553877433644	10000
47	3	0.9322	0.20959515968644168	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	12	False	64	basic	0.2	['final_state attention meanpool']	True	276	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12185.132	7009	4636	7231	5507						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0016638224082789251	adam	10	+accuracy	0.996530404612214	12185.132	7267.0	12	3383	1917	7231	5507					0.010689594658893941	0	0.926	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.41074751836212375	10000
48	8	0.9278	0.2709442838271962	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	17	False	64	basic	0.3	['final_state']	True	84	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12179.436000000003	3681	0	4985	5299						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.007404645938806399	adam	10	+accuracy	0.9901999147818676	12179.436000000003	9731.0	17	3565	0	4985	5299					0.028259134251244974	0	0.92	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.4066100420925436	10000
49	17	0.9142	0.25571260639006577	False	115000	elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	elmo frozen	26	False	64	basic	0.4	['maxpool']	True	245	1074	1	lstm	seq2seq	s3://allennlp/models/transformer-elmo-2019.01.10.tar.gz	['<S>', '</S>']	0.0	True	False	bidirectional_lm_token_embedder	50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	12207.22	8009	0	5353	5299						/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.035193856892160265	adam	10	+accuracy	0.9063296202575676	12207.22	14690.000000000002	26	8009	0	5353	5299					0.2679940638654286	0	0.9112	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False		elmo_characters	True	single_id	just_spaces	semisupervised_text_classification_json	0.2505255482996566	10000
0	13	0.8708	0.3762814637487102	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	22	False	32	basic	0.0	['attention maxpool meanpool']	True	261	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3446.592	1248	792	940	1534	1942.0	792.0	1396.0	1368.0		/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	3.981983524941146e-06	adam	10	+accuracy	0.8653031765493613	3446.592	2547.0	22	1238	792	764	1534	1122.0	760.0	1396.0	686.0	0.3804258115975208	0	0.8706	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.3739205501071967	10000
1	16	0.9176	0.24206280573063602	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	25	False	32	basic	0.2	['attention final_state maxpool']	True	215	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3454.22	836	2064	1586	1472	1336.0	784.0	922.0	1388.0		/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	7.412911268980818e-05	adam	10	+accuracy	0.9296080835485526	3454.22	4001.0000000000014	25	836	2064	1586	996	1202.0	784.0	732.0	1388.0	0.199517887794663	0	0.9168	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2423179639610136	10000
2	3	0.92	0.26110454985670223	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	12	False	32	basic	0.0	['meanpool maxpool']	True	330	50	1	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3449.592	1274	2154	910	668	1768.0	1160.0	882.0	866.0		/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.0020671674684087397	adam	10	+accuracy	0.9971564970130176	3449.592	1479.0	12	1274	2154	910	668	1768.0	626.0	882.0	726.0	0.007263773627155272	0	0.9164	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.4882111877297899	10000
3	1	0.9066	0.28608022952915	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	10	False	32	basic	0.3	['attention final_state meanpool maxpool']	True	188	50	2	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3452.256	1324	2154	940	1242	1768.0	1160.0	1326.0	750.0		/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	0.010958216749305751	adam	10	+accuracy	0.9215645353437856	3452.248	1571.0	10	1274	718	940	1196	1768.0	640.0	1326.0	750.0	0.2239875673691125	0	0.9056	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2987210421947537	10000
4	19	0.9046	0.26980310227650744	False	115000		True	single_id	just_spaces	semisupervised_text_classification_json	glove	28	False	32	basic	0.0	['meanpool attention']	True	417	50	3	lstm	seq2seq							50.0	https://s3-us-west-2.amazonaws.com/allennlp/datasets/glove/glove.6B.50d.txt.gz	True	classifier	3493.36	940	2154	1586	1472	1406.0	1500.0	922.0	1510.0		/home/suching/reproducibility/data/ag-news/train_pretokenized.jsonl	0	0.5	2	reduce_on_plateau	50	1	2.9246000600364147e-05	adam	10	+accuracy	0.9110166175358048	3493.36	7040.0	28	856	2154	1586	1338	726.0	1500.0	764.0	1316.0	0.2466811202839639	0	0.9036	/home/suching/reproducibility/data/ag-news/dev_pretokenized.jsonl	False			True	single_id	just_spaces	semisupervised_text_classification_json	0.2693420857855469	10000
